,CountryCode,Date,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay
0,ABW,20200101,0.0,0.0,0.0,0.0
1,ABW,20200102,0.0,0.0,0.0,0.0
2,ABW,20200103,0.0,0.0,0.0,0.0
3,ABW,20200104,0.0,0.0,0.0,0.0
4,ABW,20200105,0.0,0.0,0.0,0.0
5,ABW,20200106,0.0,0.0,0.0,0.0
6,ABW,20200107,0.0,0.0,0.0,0.0
7,ABW,20200108,0.0,0.0,0.0,0.0
8,ABW,20200109,0.0,0.0,0.0,0.0
9,ABW,20200110,0.0,0.0,0.0,0.0
10,ABW,20200111,0.0,0.0,0.0,0.0
11,ABW,20200112,0.0,0.0,0.0,0.0
12,ABW,20200113,0.0,0.0,0.0,0.0
13,ABW,20200114,0.0,0.0,0.0,0.0
14,ABW,20200115,0.0,0.0,0.0,0.0
15,ABW,20200116,0.0,0.0,0.0,0.0
16,ABW,20200117,0.0,0.0,0.0,0.0
17,ABW,20200118,0.0,0.0,0.0,0.0
18,ABW,20200119,0.0,0.0,0.0,0.0
19,ABW,20200120,0.0,0.0,0.0,0.0
20,ABW,20200121,0.0,0.0,0.0,0.0
21,ABW,20200122,0.0,0.0,0.0,0.0
22,ABW,20200123,0.0,0.0,0.0,0.0
23,ABW,20200124,0.0,0.0,0.0,0.0
24,ABW,20200125,0.0,0.0,0.0,0.0
25,ABW,20200126,0.0,0.0,0.0,0.0
26,ABW,20200127,0.0,0.0,0.0,0.0
27,ABW,20200128,0.0,0.0,0.0,0.0
28,ABW,20200129,0.0,0.0,0.0,0.0
29,ABW,20200130,0.0,0.0,0.0,0.0
30,ABW,20200131,0.0,0.0,0.0,0.0
31,ABW,20200201,0.0,0.0,0.0,0.0
32,ABW,20200202,0.0,0.0,0.0,0.0
33,ABW,20200203,0.0,0.0,0.0,0.0
34,ABW,20200204,0.0,0.0,0.0,0.0
35,ABW,20200205,0.0,0.0,0.0,0.0
36,ABW,20200206,0.0,0.0,0.0,0.0
37,ABW,20200207,0.0,0.0,0.0,0.0
38,ABW,20200208,0.0,0.0,0.0,0.0
39,ABW,20200209,0.0,0.0,0.0,0.0
40,ABW,20200210,0.0,0.0,0.0,0.0
41,ABW,20200211,0.0,0.0,0.0,0.0
42,ABW,20200212,0.0,0.0,0.0,0.0
43,ABW,20200213,0.0,0.0,0.0,0.0
44,ABW,20200214,0.0,0.0,0.0,0.0
45,ABW,20200215,0.0,0.0,0.0,0.0
46,ABW,20200216,0.0,0.0,0.0,0.0
47,ABW,20200217,0.0,0.0,0.0,0.0
48,ABW,20200218,0.0,0.0,0.0,0.0
49,ABW,20200219,0.0,0.0,0.0,0.0
50,ABW,20200220,0.0,0.0,0.0,0.0
51,ABW,20200221,0.0,0.0,0.0,0.0
52,ABW,20200222,0.0,0.0,0.0,0.0
53,ABW,20200223,0.0,0.0,0.0,0.0
54,ABW,20200224,0.0,0.0,0.0,0.0
55,ABW,20200225,0.0,0.0,0.0,0.0
56,ABW,20200226,0.0,0.0,0.0,0.0
57,ABW,20200227,0.0,0.0,0.0,0.0
58,ABW,20200228,0.0,0.0,0.0,0.0
59,ABW,20200229,0.0,0.0,0.0,0.0
60,ABW,20200301,0.0,0.0,0.0,0.0
61,ABW,20200302,0.0,0.0,0.0,0.0
62,ABW,20200303,0.0,0.0,0.0,0.0
63,ABW,20200304,0.0,0.0,0.0,0.0
64,ABW,20200305,0.0,0.0,0.0,0.0
65,ABW,20200306,0.0,0.0,0.0,0.0
66,ABW,20200307,0.0,0.0,0.0,0.0
67,ABW,20200308,0.0,0.0,0.0,0.0
68,ABW,20200309,0.0,0.0,0.0,0.0
69,ABW,20200310,0.0,0.0,0.0,0.0
70,ABW,20200311,0.0,0.0,0.0,0.0
71,ABW,20200312,0.0,0.0,0.0,0.0
72,ABW,20200313,0.0,0.0,0.0,0.0
73,ABW,20200314,0.0,0.0,0.0,0.0
74,ABW,20200315,8.33,8.33,10.71,10.71
75,ABW,20200316,19.44,19.44,25.0,25.0
76,ABW,20200317,19.44,19.44,25.0,25.0
77,ABW,20200318,30.56,30.56,39.29,39.29
78,ABW,20200319,30.56,30.56,39.29,39.29
79,ABW,20200320,30.56,30.56,39.29,39.29
80,ABW,20200321,41.67,41.67,57.14,57.14
81,ABW,20200322,41.67,41.67,57.14,57.14
82,ABW,20200323,41.67,41.67,57.14,57.14
83,ABW,20200324,41.67,41.67,57.14,57.14
84,ABW,20200325,41.67,41.67,57.14,57.14
85,ABW,20200326,41.67,41.67,57.14,57.14
86,ABW,20200327,41.67,41.67,57.14,57.14
87,ABW,20200328,41.67,41.67,57.14,57.14
88,ABW,20200329,82.41,82.41,82.14,82.14
89,ABW,20200330,82.41,82.41,82.14,82.14
90,ABW,20200331,82.41,82.41,82.14,82.14
91,ABW,20200401,82.41,82.41,82.14,82.14
92,ABW,20200402,82.41,82.41,82.14,82.14
93,ABW,20200403,82.41,82.41,82.14,82.14
94,ABW,20200404,82.41,82.41,82.14,82.14
95,ABW,20200405,82.41,82.41,82.14,82.14
96,ABW,20200406,82.41,82.41,82.14,82.14
97,ABW,20200407,82.41,82.41,82.14,82.14
98,ABW,20200408,82.41,82.41,82.14,82.14
99,ABW,20200409,82.41,82.41,82.14,82.14
100,ABW,20200410,86.11,86.11,82.14,82.14
101,ABW,20200411,82.41,82.41,82.14,82.14
102,ABW,20200412,86.11,86.11,82.14,82.14
103,ABW,20200413,86.11,86.11,82.14,82.14
104,ABW,20200414,82.41,82.41,82.14,82.14
105,ABW,20200415,82.41,82.41,82.14,82.14
106,ABW,20200416,82.41,82.41,82.14,82.14
107,ABW,20200417,82.41,82.41,82.14,82.14
108,ABW,20200418,85.19,85.19,85.71,85.71
109,ABW,20200419,85.19,85.19,85.71,85.71
110,ABW,20200420,82.41,82.41,82.14,82.14
111,ABW,20200421,82.41,82.41,82.14,82.14
112,ABW,20200422,82.41,82.41,82.14,82.14
113,ABW,20200423,82.41,82.41,82.14,82.14
114,ABW,20200424,82.41,82.41,82.14,82.14
115,ABW,20200425,82.41,82.41,82.14,82.14
116,ABW,20200426,82.41,82.41,82.14,82.14
117,ABW,20200427,82.41,82.41,82.14,82.14
118,ABW,20200428,82.41,82.41,82.14,82.14
119,ABW,20200429,82.41,82.41,82.14,82.14
120,ABW,20200430,82.41,82.41,82.14,82.14
121,ABW,20200501,82.41,82.41,82.14,82.14
122,ABW,20200502,82.41,82.41,82.14,82.14
123,ABW,20200503,82.41,82.41,82.14,82.14
124,ABW,20200504,78.7,78.7,78.57,78.57
125,ABW,20200505,78.7,78.7,78.57,78.57
126,ABW,20200506,78.7,78.7,78.57,78.57
127,ABW,20200507,78.7,78.7,78.57,78.57
128,ABW,20200508,78.7,78.7,78.57,78.57
129,ABW,20200509,78.7,78.7,78.57,78.57
130,ABW,20200510,78.7,78.7,78.57,78.57
131,ABW,20200511,78.7,78.7,78.57,78.57
132,ABW,20200512,78.7,78.7,78.57,78.57
133,ABW,20200513,78.7,78.7,78.57,78.57
134,ABW,20200514,78.7,78.7,78.57,78.57
135,ABW,20200515,78.7,78.7,78.57,78.57
136,ABW,20200516,78.7,78.7,78.57,78.57
137,ABW,20200517,78.7,78.7,78.57,78.57
138,ABW,20200518,45.37,45.37,50.0,50.0
139,ABW,20200519,45.37,45.37,50.0,50.0
140,ABW,20200520,45.37,45.37,50.0,50.0
141,ABW,20200521,45.37,45.37,50.0,50.0
142,ABW,20200522,45.37,45.37,50.0,50.0
143,ABW,20200523,45.37,45.37,50.0,50.0
144,ABW,20200524,45.37,45.37,50.0,50.0
145,ABW,20200525,45.37,45.37,50.0,50.0
146,ABW,20200526,45.37,45.37,50.0,50.0
147,ABW,20200527,45.37,45.37,50.0,50.0
148,ABW,20200528,41.67,41.67,50.0,50.0
149,ABW,20200529,41.67,41.67,50.0,50.0
150,ABW,20200530,41.67,41.67,50.0,50.0
151,ABW,20200531,41.67,41.67,50.0,50.0
152,ABW,20200601,,41.67,,50.0
153,AFG,20200101,0.0,0.0,0.0,0.0
154,AFG,20200102,0.0,0.0,0.0,0.0
155,AFG,20200103,0.0,0.0,0.0,0.0
156,AFG,20200104,0.0,0.0,0.0,0.0
157,AFG,20200105,0.0,0.0,0.0,0.0
158,AFG,20200106,0.0,0.0,0.0,0.0
159,AFG,20200107,0.0,0.0,0.0,0.0
160,AFG,20200108,0.0,0.0,0.0,0.0
161,AFG,20200109,0.0,0.0,0.0,0.0
162,AFG,20200110,0.0,0.0,0.0,0.0
163,AFG,20200111,0.0,0.0,0.0,0.0
164,AFG,20200112,0.0,0.0,0.0,0.0
165,AFG,20200113,0.0,0.0,0.0,0.0
166,AFG,20200114,0.0,0.0,0.0,0.0
167,AFG,20200115,0.0,0.0,0.0,0.0
168,AFG,20200116,0.0,0.0,0.0,0.0
169,AFG,20200117,0.0,0.0,0.0,0.0
170,AFG,20200118,0.0,0.0,0.0,0.0
171,AFG,20200119,0.0,0.0,0.0,0.0
172,AFG,20200120,0.0,0.0,0.0,0.0
173,AFG,20200121,0.0,0.0,0.0,0.0
174,AFG,20200122,0.0,0.0,0.0,0.0
175,AFG,20200123,0.0,0.0,0.0,0.0
176,AFG,20200124,0.0,0.0,0.0,0.0
177,AFG,20200125,0.0,0.0,0.0,0.0
178,AFG,20200126,0.0,0.0,0.0,0.0
179,AFG,20200127,0.0,0.0,0.0,0.0
180,AFG,20200128,0.0,0.0,0.0,0.0
181,AFG,20200129,0.0,0.0,0.0,0.0
182,AFG,20200130,0.0,0.0,0.0,0.0
183,AFG,20200131,0.0,0.0,0.0,0.0
184,AFG,20200201,0.0,0.0,0.0,0.0
185,AFG,20200202,0.0,0.0,0.0,0.0
186,AFG,20200203,0.0,0.0,0.0,0.0
187,AFG,20200204,0.0,0.0,0.0,0.0
188,AFG,20200205,0.0,0.0,0.0,0.0
189,AFG,20200206,0.0,0.0,0.0,0.0
190,AFG,20200207,0.0,0.0,0.0,0.0
191,AFG,20200208,0.0,0.0,0.0,0.0
192,AFG,20200209,0.0,0.0,0.0,0.0
193,AFG,20200210,0.0,0.0,0.0,0.0
194,AFG,20200211,0.0,0.0,0.0,0.0
195,AFG,20200212,0.0,0.0,0.0,0.0
196,AFG,20200213,0.0,0.0,0.0,0.0
197,AFG,20200214,0.0,0.0,0.0,0.0
198,AFG,20200215,0.0,0.0,0.0,0.0
199,AFG,20200216,0.0,0.0,0.0,0.0
200,AFG,20200217,0.0,0.0,0.0,0.0
201,AFG,20200218,0.0,0.0,0.0,0.0
202,AFG,20200219,0.0,0.0,0.0,0.0
203,AFG,20200220,0.0,0.0,0.0,0.0
204,AFG,20200221,0.0,0.0,0.0,0.0
205,AFG,20200222,0.0,0.0,0.0,0.0
206,AFG,20200223,0.0,0.0,0.0,0.0
207,AFG,20200224,0.0,0.0,0.0,0.0
208,AFG,20200225,0.0,0.0,0.0,0.0
209,AFG,20200226,0.0,0.0,0.0,0.0
210,AFG,20200227,0.0,0.0,0.0,0.0
211,AFG,20200228,0.0,0.0,0.0,0.0
212,AFG,20200229,0.0,0.0,0.0,0.0
213,AFG,20200301,19.44,19.44,23.81,23.81
214,AFG,20200302,22.22,22.22,27.38,27.38
215,AFG,20200303,22.22,22.22,27.38,27.38
216,AFG,20200304,22.22,22.22,27.38,27.38
217,AFG,20200305,22.22,22.22,27.38,27.38
218,AFG,20200306,22.22,22.22,27.38,27.38
219,AFG,20200307,22.22,22.22,27.38,27.38
220,AFG,20200308,22.22,22.22,27.38,27.38
221,AFG,20200309,22.22,22.22,27.38,27.38
222,AFG,20200310,22.22,22.22,27.38,27.38
223,AFG,20200311,22.22,22.22,27.38,27.38
224,AFG,20200312,22.22,22.22,27.38,27.38
225,AFG,20200313,22.22,22.22,27.38,27.38
226,AFG,20200314,33.33,33.33,41.67,41.67
227,AFG,20200315,33.33,33.33,41.67,41.67
228,AFG,20200316,33.33,33.33,41.67,41.67
229,AFG,20200317,33.33,33.33,41.67,41.67
230,AFG,20200318,36.11,36.11,46.43,46.43
231,AFG,20200319,36.11,36.11,46.43,46.43
232,AFG,20200320,36.11,36.11,46.43,46.43
233,AFG,20200321,36.11,36.11,46.43,46.43
234,AFG,20200322,36.11,36.11,46.43,46.43
235,AFG,20200323,36.11,36.11,46.43,46.43
236,AFG,20200324,45.37,45.37,57.14,57.14
237,AFG,20200325,53.7,53.7,64.29,64.29
238,AFG,20200326,53.7,53.7,64.29,64.29
239,AFG,20200327,53.7,53.7,64.29,64.29
240,AFG,20200328,62.04,62.04,73.81,73.81
241,AFG,20200329,62.04,62.04,73.81,73.81
242,AFG,20200330,62.04,62.04,73.81,73.81
243,AFG,20200331,62.04,62.04,73.81,73.81
244,AFG,20200401,62.04,62.04,73.81,73.81
245,AFG,20200402,62.04,62.04,73.81,73.81
246,AFG,20200403,62.04,62.04,73.81,73.81
247,AFG,20200404,62.04,62.04,73.81,73.81
248,AFG,20200405,73.15,73.15,73.81,73.81
249,AFG,20200406,73.15,73.15,73.81,73.81
250,AFG,20200407,73.15,73.15,73.81,73.81
251,AFG,20200408,73.15,73.15,73.81,73.81
252,AFG,20200409,73.15,73.15,73.81,73.81
253,AFG,20200410,73.15,73.15,73.81,73.81
254,AFG,20200411,73.15,73.15,73.81,73.81
255,AFG,20200412,78.7,78.7,76.19,76.19
256,AFG,20200413,78.7,78.7,76.19,76.19
257,AFG,20200414,78.7,78.7,76.19,76.19
258,AFG,20200415,78.7,78.7,76.19,76.19
259,AFG,20200416,78.7,78.7,76.19,76.19
260,AFG,20200417,78.7,78.7,76.19,76.19
261,AFG,20200418,78.7,78.7,76.19,76.19
262,AFG,20200419,78.7,78.7,76.19,76.19
263,AFG,20200420,78.7,78.7,76.19,76.19
264,AFG,20200421,78.7,78.7,76.19,76.19
265,AFG,20200422,78.7,78.7,76.19,76.19
266,AFG,20200423,78.7,78.7,76.19,76.19
267,AFG,20200424,78.7,78.7,76.19,76.19
268,AFG,20200425,78.7,78.7,76.19,76.19
269,AFG,20200426,78.7,78.7,76.19,76.19
270,AFG,20200427,78.7,78.7,76.19,76.19
271,AFG,20200428,78.7,78.7,76.19,76.19
272,AFG,20200429,78.7,78.7,76.19,76.19
273,AFG,20200430,78.7,78.7,76.19,76.19
274,AFG,20200501,78.7,78.7,76.19,76.19
275,AFG,20200502,78.7,78.7,76.19,76.19
276,AFG,20200503,78.7,78.7,76.19,76.19
277,AFG,20200504,78.7,78.7,76.19,76.19
278,AFG,20200505,78.7,78.7,76.19,76.19
279,AFG,20200506,78.7,78.7,76.19,76.19
280,AFG,20200507,78.7,78.7,76.19,76.19
281,AFG,20200508,78.7,78.7,76.19,76.19
282,AFG,20200509,78.7,78.7,76.19,76.19
283,AFG,20200510,78.7,78.7,76.19,76.19
284,AFG,20200511,78.7,78.7,76.19,76.19
285,AFG,20200512,78.7,78.7,76.19,76.19
286,AFG,20200513,78.7,78.7,76.19,76.19
287,AFG,20200514,78.7,78.7,76.19,76.19
288,AFG,20200515,78.7,78.7,76.19,76.19
289,AFG,20200516,78.7,78.7,76.19,76.19
290,AFG,20200517,78.7,78.7,76.19,76.19
291,AFG,20200518,78.7,78.7,76.19,76.19
292,AFG,20200519,78.7,78.7,76.19,76.19
293,AFG,20200520,78.7,78.7,76.19,76.19
294,AFG,20200521,78.7,78.7,76.19,76.19
295,AFG,20200522,,,,
296,AFG,20200523,,,,
297,AFG,20200524,,,,
298,AFG,20200525,,,,
299,AFG,20200526,,78.7,,76.19
300,AFG,20200527,,78.7,,76.19
301,AFG,20200528,,78.7,,76.19
302,AFG,20200529,,78.7,,76.19
303,AFG,20200530,,78.7,,76.19
304,AFG,20200531,,78.7,,76.19
305,AGO,20200101,0.0,0.0,0.0,0.0
306,AGO,20200102,0.0,0.0,0.0,0.0
307,AGO,20200103,0.0,0.0,0.0,0.0
308,AGO,20200104,0.0,0.0,0.0,0.0
309,AGO,20200105,0.0,0.0,0.0,0.0
310,AGO,20200106,0.0,0.0,0.0,0.0
311,AGO,20200107,0.0,0.0,0.0,0.0
312,AGO,20200108,0.0,0.0,0.0,0.0
313,AGO,20200109,0.0,0.0,0.0,0.0
314,AGO,20200110,0.0,0.0,0.0,0.0
315,AGO,20200111,0.0,0.0,0.0,0.0
316,AGO,20200112,0.0,0.0,0.0,0.0
317,AGO,20200113,0.0,0.0,0.0,0.0
318,AGO,20200114,0.0,0.0,0.0,0.0
319,AGO,20200115,0.0,0.0,0.0,0.0
320,AGO,20200116,0.0,0.0,0.0,0.0
321,AGO,20200117,0.0,0.0,0.0,0.0
322,AGO,20200118,0.0,0.0,0.0,0.0
323,AGO,20200119,0.0,0.0,0.0,0.0
324,AGO,20200120,0.0,0.0,0.0,0.0
325,AGO,20200121,0.0,0.0,0.0,0.0
326,AGO,20200122,0.0,0.0,0.0,0.0
327,AGO,20200123,0.0,0.0,0.0,0.0
328,AGO,20200124,0.0,0.0,0.0,0.0
329,AGO,20200125,0.0,0.0,0.0,0.0
330,AGO,20200126,0.0,0.0,0.0,0.0
331,AGO,20200127,0.0,0.0,0.0,0.0
332,AGO,20200128,0.0,0.0,0.0,0.0
333,AGO,20200129,0.0,0.0,0.0,0.0
334,AGO,20200130,0.0,0.0,0.0,0.0
335,AGO,20200131,0.0,0.0,0.0,0.0
336,AGO,20200201,0.0,0.0,0.0,0.0
337,AGO,20200202,0.0,0.0,0.0,0.0
338,AGO,20200203,0.0,0.0,0.0,0.0
339,AGO,20200204,0.0,0.0,0.0,0.0
340,AGO,20200205,0.0,0.0,0.0,0.0
341,AGO,20200206,5.56,5.56,7.14,7.14
342,AGO,20200207,5.56,5.56,7.14,7.14
343,AGO,20200208,5.56,5.56,7.14,7.14
344,AGO,20200209,5.56,5.56,7.14,7.14
345,AGO,20200210,5.56,5.56,7.14,7.14
346,AGO,20200211,5.56,5.56,7.14,7.14
347,AGO,20200212,5.56,5.56,7.14,7.14
348,AGO,20200213,5.56,5.56,7.14,7.14
349,AGO,20200214,5.56,5.56,7.14,7.14
350,AGO,20200215,5.56,5.56,7.14,7.14
351,AGO,20200216,5.56,5.56,7.14,7.14
352,AGO,20200217,5.56,5.56,7.14,7.14
353,AGO,20200218,5.56,5.56,7.14,7.14
354,AGO,20200219,5.56,5.56,7.14,7.14
355,AGO,20200220,5.56,5.56,7.14,7.14
356,AGO,20200221,5.56,5.56,7.14,7.14
357,AGO,20200222,5.56,5.56,7.14,7.14
358,AGO,20200223,5.56,5.56,7.14,7.14
359,AGO,20200224,5.56,5.56,7.14,7.14
360,AGO,20200225,5.56,5.56,7.14,7.14
361,AGO,20200226,5.56,5.56,7.14,7.14
362,AGO,20200227,5.56,5.56,7.14,7.14
363,AGO,20200228,5.56,5.56,7.14,7.14
364,AGO,20200229,5.56,5.56,7.14,7.14
365,AGO,20200301,8.33,8.33,10.71,10.71
366,AGO,20200302,8.33,8.33,10.71,10.71
367,AGO,20200303,8.33,8.33,10.71,10.71
368,AGO,20200304,8.33,8.33,10.71,10.71
369,AGO,20200305,8.33,8.33,10.71,10.71
370,AGO,20200306,8.33,8.33,10.71,10.71
371,AGO,20200307,8.33,8.33,10.71,10.71
372,AGO,20200308,8.33,8.33,10.71,10.71
373,AGO,20200309,8.33,8.33,10.71,10.71
374,AGO,20200310,8.33,8.33,10.71,10.71
375,AGO,20200311,8.33,8.33,10.71,10.71
376,AGO,20200312,8.33,8.33,10.71,10.71
377,AGO,20200313,8.33,8.33,10.71,10.71
378,AGO,20200314,8.33,8.33,10.71,10.71
379,AGO,20200315,8.33,8.33,10.71,10.71
380,AGO,20200316,8.33,8.33,10.71,10.71
381,AGO,20200317,8.33,8.33,10.71,10.71
382,AGO,20200318,8.33,8.33,10.71,10.71
383,AGO,20200319,8.33,8.33,10.71,10.71
384,AGO,20200320,11.11,11.11,14.29,14.29
385,AGO,20200321,11.11,11.11,14.29,14.29
386,AGO,20200322,11.11,11.11,14.29,14.29
387,AGO,20200323,11.11,11.11,14.29,14.29
388,AGO,20200324,33.33,33.33,46.67,46.67
389,AGO,20200325,33.33,33.33,46.67,46.67
390,AGO,20200326,33.33,33.33,46.67,46.67
391,AGO,20200327,90.74,90.74,95.24,95.24
392,AGO,20200328,90.74,90.74,95.24,95.24
393,AGO,20200329,90.74,90.74,95.24,95.24
394,AGO,20200330,90.74,90.74,95.24,95.24
395,AGO,20200331,90.74,90.74,95.24,95.24
396,AGO,20200401,90.74,90.74,95.24,95.24
397,AGO,20200402,90.74,90.74,95.24,95.24
398,AGO,20200403,90.74,90.74,95.24,95.24
399,AGO,20200404,90.74,90.74,95.24,95.24
400,AGO,20200405,90.74,90.74,95.24,95.24
401,AGO,20200406,90.74,90.74,95.24,95.24
402,AGO,20200407,90.74,90.74,95.24,95.24
403,AGO,20200408,90.74,90.74,95.24,95.24
404,AGO,20200409,90.74,90.74,95.24,95.24
405,AGO,20200410,90.74,90.74,95.24,95.24
406,AGO,20200411,90.74,90.74,95.24,95.24
407,AGO,20200412,90.74,90.74,95.24,95.24
408,AGO,20200413,90.74,90.74,95.24,95.24
409,AGO,20200414,90.74,90.74,95.24,95.24
410,AGO,20200415,90.74,90.74,95.24,95.24
411,AGO,20200416,90.74,90.74,95.24,95.24
412,AGO,20200417,90.74,90.74,95.24,95.24
413,AGO,20200418,90.74,90.74,95.24,95.24
414,AGO,20200419,90.74,90.74,95.24,95.24
415,AGO,20200420,90.74,90.74,95.24,95.24
416,AGO,20200421,90.74,90.74,95.24,95.24
417,AGO,20200422,90.74,90.74,95.24,95.24
418,AGO,20200423,78.7,78.7,83.33,83.33
419,AGO,20200424,78.7,78.7,83.33,83.33
420,AGO,20200425,78.7,78.7,83.33,83.33
421,AGO,20200426,78.7,78.7,83.33,83.33
422,AGO,20200427,78.7,78.7,83.33,83.33
423,AGO,20200428,78.7,78.7,83.33,83.33
424,AGO,20200429,78.7,78.7,83.33,83.33
425,AGO,20200430,78.7,78.7,83.33,83.33
426,AGO,20200501,78.7,78.7,83.33,83.33
427,AGO,20200502,78.7,78.7,83.33,83.33
428,AGO,20200503,78.7,78.7,83.33,83.33
429,AGO,20200504,78.7,78.7,83.33,83.33
430,AGO,20200505,78.7,78.7,83.33,83.33
431,AGO,20200506,78.7,78.7,83.33,83.33
432,AGO,20200507,78.7,78.7,83.33,83.33
433,AGO,20200508,75.93,75.93,83.33,83.33
434,AGO,20200509,75.93,75.93,83.33,83.33
435,AGO,20200510,75.93,75.93,83.33,83.33
436,AGO,20200511,75.93,75.93,83.33,83.33
437,AGO,20200512,75.93,75.93,83.33,83.33
438,AGO,20200513,75.93,75.93,83.33,83.33
439,AGO,20200514,75.93,75.93,83.33,83.33
440,AGO,20200515,75.93,75.93,83.33,83.33
441,AGO,20200516,75.93,75.93,83.33,83.33
442,AGO,20200517,81.48,81.48,88.1,88.1
443,AGO,20200518,81.48,81.48,88.1,88.1
444,AGO,20200519,81.48,81.48,88.1,88.1
445,AGO,20200520,81.48,81.48,88.1,88.1
446,AGO,20200521,81.48,81.48,88.1,88.1
447,AGO,20200522,81.48,81.48,88.1,88.1
448,AGO,20200523,81.48,81.48,88.1,88.1
449,AGO,20200524,81.48,81.48,88.1,88.1
450,AGO,20200525,81.48,81.48,88.1,88.1
451,AGO,20200526,,81.48,,88.1
452,AGO,20200527,,81.48,,88.1
453,AGO,20200528,,81.48,,88.1
454,AGO,20200529,,81.48,,88.1
455,AGO,20200530,,81.48,,88.1
456,AGO,20200531,,81.48,,88.1
457,ALB,20200101,0.0,0.0,0.0,0.0
458,ALB,20200102,0.0,0.0,0.0,0.0
459,ALB,20200103,0.0,0.0,0.0,0.0
460,ALB,20200104,0.0,0.0,0.0,0.0
461,ALB,20200105,0.0,0.0,0.0,0.0
462,ALB,20200106,0.0,0.0,0.0,0.0
463,ALB,20200107,0.0,0.0,0.0,0.0
464,ALB,20200108,0.0,0.0,0.0,0.0
465,ALB,20200109,0.0,0.0,0.0,0.0
466,ALB,20200110,0.0,0.0,0.0,0.0
467,ALB,20200111,0.0,0.0,0.0,0.0
468,ALB,20200112,0.0,0.0,0.0,0.0
469,ALB,20200113,0.0,0.0,0.0,0.0
470,ALB,20200114,0.0,0.0,0.0,0.0
471,ALB,20200115,0.0,0.0,0.0,0.0
472,ALB,20200116,0.0,0.0,0.0,0.0
473,ALB,20200117,0.0,0.0,0.0,0.0
474,ALB,20200118,0.0,0.0,0.0,0.0
475,ALB,20200119,0.0,0.0,0.0,0.0
476,ALB,20200120,0.0,0.0,0.0,0.0
477,ALB,20200121,0.0,0.0,0.0,0.0
478,ALB,20200122,0.0,0.0,0.0,0.0
479,ALB,20200123,0.0,0.0,0.0,0.0
480,ALB,20200124,0.0,0.0,0.0,0.0
481,ALB,20200125,0.0,0.0,0.0,0.0
482,ALB,20200126,0.0,0.0,0.0,0.0
483,ALB,20200127,0.0,0.0,0.0,0.0
484,ALB,20200128,0.0,0.0,0.0,0.0
485,ALB,20200129,0.0,0.0,0.0,0.0
486,ALB,20200130,0.0,0.0,0.0,0.0
487,ALB,20200131,0.0,0.0,0.0,0.0
488,ALB,20200201,0.0,0.0,0.0,0.0
489,ALB,20200202,0.0,0.0,0.0,0.0
490,ALB,20200203,0.0,0.0,0.0,0.0
491,ALB,20200204,0.0,0.0,0.0,0.0
492,ALB,20200205,0.0,0.0,0.0,0.0
493,ALB,20200206,0.0,0.0,0.0,0.0
494,ALB,20200207,0.0,0.0,0.0,0.0
495,ALB,20200208,0.0,0.0,0.0,0.0
496,ALB,20200209,0.0,0.0,0.0,0.0
497,ALB,20200210,0.0,0.0,0.0,0.0
498,ALB,20200211,0.0,0.0,0.0,0.0
499,ALB,20200212,0.0,0.0,0.0,0.0
500,ALB,20200213,0.0,0.0,0.0,0.0
501,ALB,20200214,5.56,5.56,9.52,9.52
502,ALB,20200215,5.56,5.56,9.52,9.52
503,ALB,20200216,5.56,5.56,9.52,9.52
504,ALB,20200217,5.56,5.56,9.52,9.52
505,ALB,20200218,5.56,5.56,9.52,9.52
506,ALB,20200219,5.56,5.56,9.52,9.52
507,ALB,20200220,5.56,5.56,9.52,9.52
508,ALB,20200221,5.56,5.56,9.52,9.52
509,ALB,20200222,5.56,5.56,9.52,9.52
510,ALB,20200223,5.56,5.56,9.52,9.52
511,ALB,20200224,5.56,5.56,9.52,9.52
512,ALB,20200225,8.33,8.33,13.1,13.1
513,ALB,20200226,8.33,8.33,13.1,13.1
514,ALB,20200227,8.33,8.33,13.1,13.1
515,ALB,20200228,8.33,8.33,13.1,13.1
516,ALB,20200229,8.33,8.33,13.1,13.1
517,ALB,20200301,8.33,8.33,13.1,13.1
518,ALB,20200302,8.33,8.33,13.1,13.1
519,ALB,20200303,8.33,8.33,13.1,13.1
520,ALB,20200304,8.33,8.33,13.1,13.1
521,ALB,20200305,8.33,8.33,13.1,13.1
522,ALB,20200306,8.33,8.33,13.1,13.1
523,ALB,20200307,8.33,8.33,13.1,13.1
524,ALB,20200308,8.33,8.33,13.1,13.1
525,ALB,20200309,36.11,36.11,41.67,41.67
526,ALB,20200310,41.67,41.67,46.43,46.43
527,ALB,20200311,51.85,51.85,60.71,60.71
528,ALB,20200312,51.85,51.85,60.71,60.71
529,ALB,20200313,78.7,78.7,84.52,84.52
530,ALB,20200314,78.7,78.7,84.52,84.52
531,ALB,20200315,81.48,81.48,88.1,88.1
532,ALB,20200316,81.48,81.48,88.1,88.1
533,ALB,20200317,81.48,81.48,88.1,88.1
534,ALB,20200318,81.48,81.48,88.1,88.1
535,ALB,20200319,81.48,81.48,88.1,88.1
536,ALB,20200320,81.48,81.48,88.1,88.1
537,ALB,20200321,81.48,81.48,88.1,88.1
538,ALB,20200322,81.48,81.48,88.1,88.1
539,ALB,20200323,84.26,84.26,91.67,91.67
540,ALB,20200324,84.26,84.26,91.67,91.67
