30/03/2020;Russia;politics & economy;Russia-Saudi Arabia oil price war;The price of Brent Crude falls 9% to $23 per barrel, the lowest level since November 2002.;;;;;;;;;;;;;;;;;;;;;;;
30/03/2020;China;social issues;;A passenger train derails near Chenzhou, China, killing one person and leaving 127 people injured;;;;;;;;;;;;;;;;;;;;;;;
31/03/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/2020;China;health;COVID;China reports 130 asymptomatic cases of COVID-19, its first reported asymptomatic cases;;;;;;;;;;;;;;;;;;;;;;;
02/04/2020;Yemen;violence & war;Yemen civil war;Yemen's internationally recognised government releases more than 470 prisoners from detention facilities in areas under its control amid growing concerns the virus could spread in Yemen's overcrowded jails. The United Nations Human Rights Council has called for the release of all political prisoners.;;;;;;;;;;;;;;;;;;;;;;;
03/04/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/04/2020;Turkey;social issues;Kurdistan Riots;Turkey deploys the Gendarmerie General Command to the eastern city of Batman after a riot erupts inside the city's Type-M prison. The riot comes after the Turkish parliament approved the release of 100,000 inmates due to COVID-19, but excluded journalists and political prisoners, many of whom are Kurds.;"#TurkeyIsBombingKurds
#KurdishResistance
#TurkeyInvadesKurdistan";;;;;;;;;;;;;;;;;;;;;;
05/04/2020;USA;health;COVID;"The first case of COVID-19 in a zoo animal is reported; a four-year-old female Malayan tiger at the Bronx Zoo in New York City.";;;;;;;;;;;;;;;;;;;;;;;
05/04/2020;Morocco;social issues;COVID;King Mohammed VI of Morocco pardons 5,654 prisoners and orders new measures to protect inmates from COVID-19. The prisoners were selected on the basis of their age, frail health, time spent in prison and good conduct.;;;;;;;;;;;;;;;;;;;;;;;
05/04/2020;UK;social issues;COVID;"YouTube says it will remove videos promoting a conspiracy theory linking 5G to COVID-19, while ""borderline content"" will be removed from search results. The decision comes after four more mobile phone masts are set on fire, and broadband engineers have received threats, in several UK cities.";"#5G
#5gtowers
#covid1984
#conspiracytheory";;;;;;;;;;;;;;;;;;;;;;
06/04/2020;USA;social issues;Antifa movement;In an unprecedented move, the Trump administration designates a white supremacist group, based in Russia, as a terrorist organization, and imposes individual sanctions on its leaders. The organization, the Russian Imperial Movement, is believed to have trained the perpetrators of a series of terrorist attacks in Gothenburg, Sweden, in 2016;;;;;;;;;;;;;;;;;;;;;;;
07/04/2020;Japan;politics & economy;COVID;Japan declares a state of emergency in response to COVID-19, and finalises a stimulus package worth 108 trillion yen (US$990 billion), equal to 20% of the country's GDP.;;;;;;;;;;;;;;;;;;;;;;;
08/04/2020;China;mobility&borders;COVID;China ends the lockdown in Wuhan, the original epicenter of the coronavirus outbreak, with people allowed to leave the city for the first time in 76 days;;;;;;;;;;;;;;;;;;;;;;;
08/04/2020;Yemen;violence & war;Yemen civil war;The Saudi Arabian-led coalition declares a unilateral ceasefire in its military action against Houthi forces in Yemen. The ceasefire, which supports UN efforts to end the five-year-old war, will be effective Thursday.;#houthi;;;;;;;;;;;;;;;;;;;;;;
09/04/2020;Russia;politics & economy;Oil market;"OPEC+ holds an emergency meeting to try to agree on output cuts due to decreased demand for oil due to the coronavirus pandemic. Russia says it has ""no plans to discuss oil markets with the leadership of Saudi Arabia or the U.S. on Thursday""";;;;;;;;;;;;;;;;;;;;;;;
10/04/2020;Democratic Republic of Congo;health;Kivu Ebola epidemic;In a major setback for efforts to declare the end of the outbreak on Sunday, the Democratic Republic of the Congo reports the first case of Ebola since February. The outbreak has killed more than 2,200 people since August 2018;"#ebola
#ebolavirus
#ecoli";;;;;;;;;;;;;;;;;;;;;;
10/04/2020;Global;health;COVID;The death toll from COVID-19 exceeds 100,000 globally, a ten-fold increase from March 20.;;;;;;;;;;;;;;;;;;;;;;;
10/04/2020;Europe;politics & economy;COVID;EU finance ministers agree on a €540 billion loan package to alleviate the economic fallout of the coronavirus pandemic.;;;;;;;;;;;;;;;;;;;;;;;
10/04/2020;Global;science & technology;Space;The European Space Agency/JAXA space probe BepiColombo makes its final gravity assist around Earth, and is now on course for Venus, where it will make several gravity assist manoeuvres before finally arriving at Mercury in 2025.;"#BepiColombo
#BepiColomboEarthFlyby";;;;;;;;;;;;;;;;;;;;;;
11/04/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/04/2020;Global;politics & economy;Oil market;OPEC and allies strike a deal to cut oil production by 9.7 million barrels per day, the largest such cut agreed upon, starting May 1;;;;;;;;;;;;;;;;;;;;;;;
12/04/2020;Vatican;religion;Pope Francis livestreams cult;Pope Francis livestreames the Urbi et Orbi blessing for the second time in just a month. Usually given on Christmas and Easter, this year the pope also gave the blessing on March 27, during a special prayer service for the end of the coronavirus.;"#pope
#catholic
#vatican
#popefrancis
#jesus
#catholicchurch
#church
#catholicism
#christian
#vaticano
#papa
#roma
#god
#papafrancisco
#jj
#outerbanks
#obx
#johnb
#bible
#christianity
#faith
#vaticancity
#kiara
#jesuschrist
#pray
#religion
#papafrancesco
#history
#chasestokes
#madisonbailey
#netflix
#madelyncline
#romancatholic
#romancatholicchurch
#johnpaulii
#sarahcameron
#pogues
#christ
#saint
#popebenedictxvi
#outerbanksnetflix
#outerbanksedit
#josephratzinger
#catholics
#catolicos
#pape
#karolwojtyla
#benedictxvi";;;;;;;;;;;;;;;;;;;;;;
12/04/2020;Afghanistan;violence & war;Afghanistan war;A Taliban spokesman announces the release of 20 government prisoners in response to the latter's release of 300 Taliban prisoners since Wednesday;"#taliban
#isis
#alratv
#younusalgohar
#goharshahi
#afghanistan
#daesh
#isil
#alqaeda
#mehdifoundation
#saveidlib
#islamicstate
#assad
#warinafghanistan
#iranarmy
#freeafghanistan
#fuckasad
#saveafghanistan
#islam
#terrorism
#terrorist
#religion";;;;;;;;;;;;;;;;;;;;;;
13/04/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/04/2020;USA;politics & economy;Trump;U.S. President Donald Trump announces the United States is suspending funding of the World Health Organization (WHO) pending an investigation of its handling of the coronavirus pandemic and its relationship with China.;;;;;;;;;;;;;;;;;;;;;;;
14/04/2020;Global;politics & economy;Stock market crush;The International Monetary Fund (IMF) says it expects the world economy to shrink 3%, the worst contraction since the Great Depression of the 1930s.;;;;;;;;;;;;;;;;;;;;;;;
14/04/2020;Global;politics & economy;COVID;Airbnb secures a US$1 billion loan to stay afloat as the pandemic causes worldwide demand for its services to drop. This follows a separate bond deal, also worth US$1 billion, it negotiated last week for similar reasons;;;;;;;;;;;;;;;;;;;;;;;
14/04/2020;Turkey;social issues;COVID;Turkey will free one-third of its prisoners to curb the spread of COVID-19. At least 45,000 prisoners will be freed until the end of May, with the exception of those accused of terrorist offenses, as well as journalists and politicians accused of plotting the 2016 coup attempt.;;;;;;;;;;;;;;;;;;;;;;;
15/04/2020;France;culture;COVID;The 2020 Tour de France has been delayed until August due to the COVID-19 pandemic.;"#tourdefrance
#cycling
#tdf
#ciclismo
#bike
#giroditalia
#cyclinglife
#france
#velo
#cyclisme
#procycling
#cyclingphotos
#roadbike
#cyclist
#bikelife
#roadcycling
#sport
#bicycle
#letour
#mavic
#instacycling
#giro
#bici
#bikeporn
#girodeitalia
#vuelta
#cycle";;;;;;;;;;;;;;;;;;;;;;
15/04/2020;Global;health;COVID;The number of confirmed cases of COVID-19 passes 2 million worldwide.;;;;;;;;;;;;;;;;;;;;;;;
16/04/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/2020;China;health;COVID;China revises the COVID-19 death toll in Wuhan upward, adding 1,290 more fatalities to bring the country's reported deaths from COVID-19 to 4,632;;;;;;;;;;;;;;;;;;;;;;;
17/04/2020;Europe;health;COVID;Europe surpasses 100,000 COVID-19-related deaths.;;;;;;;;;;;;;;;;;;;;;;;
17/04/2020;China;politics & economy;China - Switzerland credit agreement;The China Securities Regulatory Commission has approved a transaction in which Switzerland's Credit Suisse will take a majority interest in a China securities firm, making Credit Suisse the first foreign bank thus far to own a majority of such a company since the easing of rules about foreign ownership in 2018.;;;;;;;;;;;;;;;;;;;;;;;
17/04/2020;Myanmar;violence & war;Myanmar human rights conflict;The United Nations human rights office says that Myanmar has been carrying out daily airstrikes in Rakhine and Chin states and that at least 32 civilians (mostly women and children) have been killed since March 23. The Arakan Army unilaterally declared a month-long ceasefire to fight the COVID-19 pandemic, but the military rejected the ceasefire saying a previous ceasefire had not been respected by the insurgents;#ArakanArmy;;;;;;;;;;;;;;;;;;;;;;
18/04/2020;Chad;violence & war;Islamic state;Forty-four suspected Boko Haram members are found dead, apparently due to poisoning, inside a prison in N'Djamena, Chad.;#BokoHaram;;;;;;;;;;;;;;;;;;;;;;
19/04/2020;Vietnam;politics & economy;Vietnam - China international relations;The Vietnamese Ministry of Foreign Affairs condemns China's decision yesterday to establish administrative districts in the disputed Paracel and Spratly Islands, saying it violates Vietnam's sovereignty;;;;;;;;;;;;;;;;;;;;;;;
19/04/2020;France;social issues;COVID;Unrest breaks out in Paris, Berlin and Vladikavkaz as people oppose lockdowns;"#Vladikavkaz 
#VilleneuveLaGarenne";;;;;;;;;;;;;;;;;;;;;;
19/04/2020;Germany;social issues;COVID;Unrest breaks out in Paris, Berlin and Vladikavkaz as people oppose lockdowns;;;;;;;;;;;;;;;;;;;;;;;
19/04/2020;Russia;social issues;COVID;Unrest breaks out in Paris, Berlin and Vladikavkaz as people oppose lockdowns;;;;;;;;;;;;;;;;;;;;;;;
19/04/2020;Canada;violence & war;Mass killing in Canada;A killing spree occurs in the small coastal town of Portapique, near Truro, Nova Scotia, Canada. At least 17 people are killed, including the perpetrator and a Royal Canadian Mounted Police officer, making it the deadliest rampage in Canadian history.;"#Portapique
#NovaScotiaShooting
#Portapique
#publicinquiry
#MassMurder
#CallItFemicide
#canfem
#NovaScotiaStrong
#NovaScotia
#Halifax
#RCMP
#JustinTrudeau
#NovaScotianLivesMatter
#guncontrol
#DarkToLight
#QAnons
#cdnpoli";;;;;;;;;;;;;;;;;;;;;;
19/04/2020;Iran;violence & war;Persian Gulf crisis;"The Iranian Revolutionary Guards announces it has increased patrols of the Persian Gulf following a confrontation between its Navy and the U.S.'s on Wednesday, and warns that ""any error in calculation on [a foreign vessel's] part will receive a decisive response"".";;;;;;;;;;;;;;;;;;;;;;;
20/04/2020;USA;politics & economy;Oil market;Oil prices reach a record low, with West Texas Intermediate falling into negative values.;;;;;;;;;;;;;;;;;;;;;;;
20/04/2020;South Korea;politics & economy;;The Industrial Bank of Korea agrees to pay US$86 million and will enter a two-year deferred prosecution agreement to settle lawsuits with the U.S. Department of Justice and the state of New York over a 2011 scheme to help transfer US$1 billion to Iran;;;;;;;;;;;;;;;;;;;;;;;
20/04/2020;Israel;politics & economy;Israeli–Palestinian conflict;Israeli Prime Minister Benjamin Netanyahu and Blue and White Alliance leader Benny Gantz agree on a deal to form a unity government, thus ending more than a year of political deadlock. As part of the deal, Netanyahu will hold onto his position for 18 more months, with Gantz replacing him afterwards;#Netanyahu;;;;;;;;;;;;;;;;;;;;;;
20/04/2020;Lesotho;politics & economy;Lesotho's Prime Minister resignation;"In a deal brokered by South African mediators, Lesotho's government says that Prime Minister Tom Thabane ""will immediately resign"", in a ""dignified and secure"" exit from power. Thabane is accused of murdering his ex-wife Lipolelo Thabane in 2017.";"#Ntate
#Thabane
#LesothoPM
#ResignThabane
#TomThabane";;;;;;;;;;;;;;;;;;;;;;
20/04/2020;North Korea;politics & economy;Kim Jong-un;Seoul-based Daily NK reports North Korean leader Kim Jong-un is recuperating from a heart procedure done earlier this month, after his disappearance from various events led to speculation about his health;"#kimjongun
#segi
#memes
#northkorea
#kekeyi
#jokowi
#dirumahaja
#bts
#deenay
#tiktok
#aniesbaswedan
#dedycorbuzier
#reemarmartin
#meme";;;;;;;;;;;;;;;;;;;;;;
21/04/2020;Lebanon;health;Legalization of cannabis;The Lebanese Parliament legalizes cannabis farming for medicinal purposes, in hopes that it will bring revenue to the country;"#cannabis
#LebaneseParliament
#MichelAoun
#cannabis
#beirut
#لبنان";;;;;;;;;;;;;;;;;;;;;;
21/04/2020;Mozambique;violence & war;Islamic State;Mozambique police say 52 male villagers were killed by Islamist militants earlier this month in the Muidumbe District, Cabo Delgado Province, after they refused to join their ranks;;;;;;;;;;;;;;;;;;;;;;;
22/04/2020;Iran;violence & war;Islamic State;"Iran's Islamic Revolutionary Guard Corps deploys the country's first military satellite, using a new satellite carrier called ""Ghased"" (""Messenger"").";;;;;;;;;;;;;;;;;;;;;;;
23/04/2020;Global;culture;fake news;"Facebook removes ""pseudoscience"" and ""conspiracy theory"" as options for targeted ads, as criticism mounts against social media for their role in spreading misinformation about the coronavirus";#pseudoscience;;;;;;;;;;;;;;;;;;;;;;
23/04/2020;Italy;politics & economy;COVID;Italian Minister of Economic Development Stefano Patuanelli announces the government will nationalize the country's main flag carrier Alitalia by June, claiming the airline will go bankrupt otherwise. This reverses earlier plans to have it fully privatized;#alitalia;;;;;;;;;;;;;;;;;;;;;;
23/04/2020;Syria;violence & war;Syria civil war;Two former high-ranking members of the Syrian Army go on trial in Koblenz, Rhineland-Palatinate, Germany, for alleged war crimes committed during the Syrian Civil War. This is the first time that Syrian military officials are being prosecuted for their roles in the conflict;"AlKhatibTrial
#Justice4Syria
#SyrianLivesMatter
#CrimesAgainstHumanity
#WarCrimes
#محاكمات
#نظام
#نظام_التعذيب
#المخابرات";;;;;;;;;;;;;;;;;;;;;;
24/04/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/04/2020;Global;health;COVID;The global death toll from COVID-19 exceeds 200,000;;;;;;;;;;;;;;;;;;;;;;;
25/04/2020;Yemen;violence & war;Yemen civil war;"The separatist Southern Transitional Council (STC) announces the establishment of a self-rule administration in southern Yemen. The internationally-recognized government describes this move as ""catastrophic"". STC forces are deployed in the city of Aden as emergency rule is declared.";#الانتقالي_يمثل_الجنوب;;;;;;;;;;;;;;;;;;;;;;
26/04/2020;Saudi Arabia;social issues;;King Salman issues a royal decree, declaring that people will no longer be executed for crimes they were convicted of when they were minors.;"#deathpenalty
#minors
#juvenilejustice";;;;;;;;;;;;;;;;;;;;;;
26/04/2020;Yemen;violence & war;Yemen civil war;Southern Transitional Council (STC) forces say they are in full control of all sovereign state institutions in the port city of Aden. Governors in the southern Yemeni Governorates of Hadhramaut, Abyan, Shabwah, Al Mahrah, and the island of Socotra reject the STC's claim to self-rule and declare their loyalty to President Abdrabbuh Mansur Hadi.;;;;;;;;;;;;;;;;;;;;;;;
27/04/2020;USA;health;COVID;The number of confirmed cases of COVID-19 passes 3 million worldwide, while the number of confirmed cases of COVID-19 in the United States passes 1 million;;;;;;;;;;;;;;;;;;;;;;;
27/04/2020;USA;science & technology;unidentified aerial phenomena;"The Pentagon formally releases three videos of ""unidentified aerial phenomena"" encountered by United States Navy pilots after determining the videos ""do not reveal any sensitive capabilities or systems"". The footage was previously leaked by Luis Elizondo in 2017.";"#ufo
#luiselizondo
#ovni
#ovnis
#ufos
#alien
#aliens";;;;;;;;;;;;;;;;;;;;;;
28/04/2020;Colombia;politics & economy;OECD;Colombia formalizes its membership with the Organisation for Economic Co-operation and Development (OECD), becoming the 37th nation in the organization;"#oecd
#ocde";;;;;;;;;;;;;;;;;;;;;;
28/04/2020;India;religion;;"The Indian Ministry of External Affairs condemns the United States Commission on International Religious Freedom after the Commission in its annual report recommends placing India on the ""countries of particular concern"" blacklist over the Citizenship Amendment Act, the revocation of Jammu and Kashmir's special status, and controversial comments made by Home Minister Amit Shah, among others";#KashmirBleeds;;;;;;;;;;;;;;;;;;;;;;
28/04/2020;Global;science & technology;Space;A fast radio burst is detected from the Magnetar SGR 1935+2154, the first ever detected inside the Milky Way, and the first to be linked to a known source.;#magnetar;;;;;;;;;;;;;;;;;;;;;;
28/04/2020;Lebanon;social issues;Lebanon riots ;Protests erupt in major cities across Lebanon for the second day over the country's continuing economic problems. Banks and vehicles are set on fire, and clashes between the protestors and the army in Tripoli leave around 40 soldiers wounded;#hassandiab;;;;;;;;;;;;;;;;;;;;;;
29/04/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2020;Syria;politics & economy;Syria civil war;"Syrian businessman and Syriatel owner Rami Makhlouf makes an ""unprecedented"" public appeal to his cousin, President Bashar al-Assad, on Facebook, saying a ""cadre of officials"" are seeking to seize his assets. Makhlouf, who was a part of President al-Assad's inner circle, says he will pay the President himself but not the state";;;;;;;;;;;;;;;;;;;;;;;
30/04/2020;Bulgaria;politics & economy;Eurozone;"Bulgaria applies for ERM II (the ""waiting room"" for the Eurozone), due to join along with Croatia in July 2020.";"#erm
#ermii
#euroarea";;;;;;;;;;;;;;;;;;;;;;
30/04/2020;USA;science & technology;Space;NASA officially selects SpaceX, Blue Origin and Dynetics to build its next-generation lunar lander to carry American astronauts to the Moon by 2024;"#SpaceX
#spacexlaunch
#GPSIII
#spacex
#nasa
#space
#elonmusk
#science
#tesla
#falcon
#astronomy
#mars
#universe
#rocket
#astronaut
#iss
#moon
#earth
#cosmos
#astrophysics
#isro
#physics
#spacexlaunch
#galaxy
#blackhole
#spaceexploration
#starship
#esa
#spaceflight
#rocketlaunch
#stars
#spaceship";;;;;;;;;;;;;;;;;;;;;;
30/04/2020;Sudan;social issues;female genital mutilation;The government of Sudan criminalises female genital mutilation.;"#mutilation
#fgm
#nofgm
#EndFGM
#GenerationEquality
#16DaysOfActivism
#SFFGM";;;;;;;;;;;;;;;;;;;;;;
01/05/2020;Global;health;COVID;The total number of recovered COVID-19 patients reaches 1 million worldwide, according to data from The Johns Hopkins University;;;;;;;;;;;;;;;;;;;;;;;
02/05/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/05/2020;Venezuela;social issues;Venezuelan conflict;Venezuelan dissidents and an American-based private military company, Silvercorp USA, unsuccessfully attempt to infiltrate Venezuela and forcibly remove President Nicolás Maduro from office;;;;;;;;;;;;;;;;;;;;;;;
04/05/2020;Kenya;science & technology;Malaria;A team of British and Kenyan scientists announce the discovery of Microsporidia MB, a parasitic microbe in the Microsporidia fungi group that blocks mosquitos from carrying malaria, potentially paving the way for the control of malaria.;"#Microsporidia
#malaria";;;;;;;;;;;;;;;;;;;;;;
05/05/2020;Philippines;culture;;The Philippines' National Telecommunications Commission issues a cease and desist order to the broadcasting operations of ABS-CBN, the country's largest media network, as Congress fails to renew its franchise granted in March 30, 1995. The network signed off at 7:52 p.m. (PST). The last time the network was shut down was upon the declaration of martial law by the Philippine dictator Ferdinand Marcos in 1972;#ABS-CBN;;;;;;;;;;;;;;;;;;;;;;
05/05/2020;UK;health;COVID;The UK death toll from COVID-19 becomes the highest in Europe at 32,313 after exceeding the death toll of 29,029 in Italy;;;;;;;;;;;;;;;;;;;;;;;
06/05/2020;France;health;COVID;New evidence indicates that an Algerian-born French fishmonger, who had not traveled to China and did not have contact with any Chinese nationals, was treated for pneumonia from an unknown source, now identified as COVID-19, on December 27, 2019.;;;;;;;;;;;;;;;;;;;;;;;
06/05/2020;Global;science & technology;space;Astronomers announce the discovery of the first black hole located in a star system visible to the naked eye.;;;;;;;;;;;;;;;;;;;;;;;
07/05/2020;India;social issues;environmental disaster;Eleven people die and over 5,000 fall ill from a styrene gas leak from an LG Polymers chemical plant in Visakhapatnam in Andhra Pradesh, India.;#LGPolymers;;;;;;;;;;;;;;;;;;;;;;
08/05/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/05/2020;Tibet;violence & war;Sino-indian border;Several Chinese and Indian soldiers are injured in a cross-border clash at the Nathu La crossing. About 150 troops participated in the face-off, which involved fistfights and stone-throwing.;#nathula;;;;;;;;;;;;;;;;;;;;;;
10/05/2020;Global;health;COVID;The number of confirmed cases of COVID-19 passes 4 million worldwide.;;;;;;;;;;;;;;;;;;;;;;;
10/05/2020;China;health;COVID;Wuhan, the original epicentre of the pandemic, reports its first coronavirus cases in more than a month. An 89-year-old man is confirmed positive, but his wife and several members of the community are recorded as asymptomatic cases;;;;;;;;;;;;;;;;;;;;;;;
10/05/2020;Iran;violence & war;;The Iranian Navy frigate Jamaran accidentally strikes the Iranian support vessel Konarak with a missile, killing nineteen sailors. This is the first friendly fire incident since February 2019, when an Indian Mil Mi-17 helicopter was mistakenly shot down by Indian air defense forces.;#konarak #jamaran ;;;;;;;;;;;;;;;;;;;;;;
11/05/2020;Bulgaria;science & technology;Anthropology;The Max Planck Institute for Evolutionary Anthropology publishes the result of radiocarbon and DNA analysis from the fossils that has been found in the Bacho Kiro cave, Bulgaria. The result, showing that the fossils belong to Homo sapiens instead of Neanderthal, indicates that modern humans may have arrived in Europe thousands of years earlier than previously thought;"#dna
#neanderthal ";;;;;;;;;;;;;;;;;;;;;;
12/05/2020;Afghanistan;violence & war;Afghanistan war;Gunmen storm a maternity hospital and kill 24 people, including two newborn babies, in Dashte Barchi, a majority-Shia neighborhood of Kabul, Afghanistan. In Kuz Kunar, a suicide bomber kills at least 32 people at a funeral;"#dashtebarchi
#dashte
#barchi
#kuzkunar
#kunar";;;;;;;;;;;;;;;;;;;;;;
13/05/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/05/2020;Global;health;COVID;The global death toll from COVID-19 exceeds 300,000.;;;;;;;;;;;;;;;;;;;;;;;
14/05/2020;Global;health;Mental health;The UN warns of a global mental health crisis caused by isolation, fear, uncertainty and economic turmoil;;;;;;;;;;;;;;;;;;;;;;;
14/05/2020;Global;politics & economy;NATO;"NATO Secretary General Jens Stoltenberg says the military alliance is ""ready to support"" the UN-recognized Government of National Accord while Greece, a member state of NATO, strongly criticizes Stoltenberg's remarks, saying his recognition of the ""Muslim Brotherhood government"" does not reflect the positions of the military alliance";;;;;;;;;;;;;;;;;;;;;;;
15/05/2020;United Kingdom;science & technology;paleontology;Researchers announce a 2.5 cm millipede fossil belonging to the Kampecaris genus, discovered on the island of Kerrera in the Scottish Inner Hebrides, is the world's oldest-known land animal, which lived 425 million years ago in the Silurian period.;"#fossil
#kerrera";;;;;;;;;;;;;;;;;;;;;;
16/05/2020;Germany;culture;COVID;Bundesliga becomes the first major sports league to resume its season since January 27.;#bundesliga;;;;;;;;;;;;;;;;;;;;;;
16/05/2020;Rwanda;violence & war;Rwandan genocide;Félicien Kabuga, a Rwandan businessman responsible for supporting the Rwandan genocide, is arrested in Asnières-sur-Seine, France after 26 years as a fugitive;"#FélicienKabuga
#genocidio
#genocide
#Félicien
#Kabuga";;;;;;;;;;;;;;;;;;;;;;
17/05/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2020;Somalia;environment;natural disaster;The United Nations Office for the Coordination of Humanitarian Affairs announces that nearly 1 million people are affected and at least 24 people have died in the flash floods that hit Beledweyne and Jowhar, Somalia.;"#Beledweyne
#Jowhar
#flood";;;;;;;;;;;;;;;;;;;;;;
18/05/2020;Global;politics & economy;COVID;In an unprecedented move, the World Health Organization holds its annual World Health Assembly using video conferencing instead of in-person meetings.;;;;;;;;;;;;;;;;;;;;;;;
19/05/2020;Palestine;politics & economy;Israeli–Palestinian conflict;Palestinian President Mahmoud Abbas announces the termination of all agreements, including security ones, with Israel and the United States in response to Israel's plans to annex the Jordan Valley.;"#Jordanvalley
#Jordan
#anexion";;;;;;;;;;;;;;;;;;;;;;
20/05/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/05/2020;Bangladesh;environment;natural disaster;Cyclone Amphan makes landfall in eastern India and Bangladesh, killing over 100 people and forcing the evacuation of more than 4 million others. It causes over US$13 billion in damage, making it the costliest cyclone ever recorded in the North Indian Ocean, shattering the record previously held by Nargis;"#Amphan
#DidiAchheChintaNei
#SSC_UFM_ROWLATT_ACT
#RedVolunteers";;;;;;;;;;;;;;;;;;;;;;
21/05/2020;Global;health;COVID;The number of confirmed cases of COVID-19 passes 5 million worldwide, with 106,000 new cases recorded over the past 24 hours, the highest single-day figure so far;;;;;;;;;;;;;;;;;;;;;;;
21/05/2020;USA;politics & economy;Trump;The Trump administration announces it will withdraw from the Open Skies Treaty within six months, alleging continuous violations by Russia;#OpenSkies;;;;;;;;;;;;;;;;;;;;;;
22/05/2020;Brazil;health;COVID;Brazil overtakes Russia to become the country with the second highest number of COVID-19 cases, with over 330,000 reported. President Jair Bolsonaro continues to dismiss the threat of the virus;;;;;;;;;;;;;;;;;;;;;;;
22/05/2020;Pakistan;social issues;flight crash in pakistan;Flight PK8303, a Pakistan International Airlines passenger aircraft, crashes in a residential area near Karachi, in Pakistan, killing 97 of the 99 total people on board and injuring dozens on the ground.;"#pk8303
#karachi
#flightpk8303";;;;;;;;;;;;;;;;;;;;;;
23/05/2020;China;health;COVID;China reports no new cases for the first time since the pandemic began, according to the National Health Commission.;;;;;;;;;;;;;;;;;;;;;;;
24/05/2020;Australia;environment;natural disaster;"3,000 kilometres (1,900 mi) of the coast of Western Australia is battered by a ""once in a decade"" storm";;;;;;;;;;;;;;;;;;;;;;;
24/05/2020;Australia;social issues; Anglo-Australian usurpation;Anglo-Australian mining corporation Rio Tinto admits blowing up the 46,000-year-old Juukan Gorge caves in the Pilbara area of Western Australia. The firm later issues an apology to the two Aboriginal peoples who are the traditional owners of the site;"#mining
#riotinto
#juukangorge";;;;;;;;;;;;;;;;;;;;;;
25/05/2020;Latin America;politics & economy;COVID;LATAM Airlines, the largest air carrier in Latin America, files for Chapter 11 bankruptcy.;;;;;;;;;;;;;;;;;;;;;;;
25/05/2020;Egypt;social issues;liberation of prisoners;Egyptian President Abdel Fattah el-Sisi pardons 3,157 prisoners to celebrate Eid al-Fitr.;;;;;;;;;;;;;;;;;;;;;;;
25/05/2020;USA;social issues;Black Lives Matter;Protests caused by the killing of George Floyd break out across hundreds of cities in the United States[176] and around the world;"#blm
#blacklivesmatter
#georgefloyd
#justiceforgeorgefloyd
#protest
#justice
#racism
#nojusticenopeace
#icantbreathe
#policebrutalit
#blackgirlmagic
#blackexcellence
#blackhistory
#blackouttuesday
#bhfyp
#acab
#blackpower
#alllivesmatter
#peacefulprotest
#blackmen
#breonnataylor
#blackwomen
#ahmaudarbery
#police
#blacklove
#blackqueen
#justiceforahmaud
#endracism
#resist
#blackandwhite
#BlackLivesMattters
#blackexcellence
#blackgirlmagic
#melanin
#blackwomen
#blacklove
#blackpower
#black
#africa
#blackisbeautiful
#blackgirlsrock
#blackmen
#blackwoman
#melaninpoppin
#africanamerican
#blackqueen
#blm
#supportblackbusiness
#blackgirls
#blackpeople
#resist
#blackhistory
#buyblack
#blackpride";;;;;;;;;;;;;;;;;;;;;;
25/05/2020;Costa Rica;social issues;LGBTI rights;Costa Rica becomes the first Central American country to legalise same-sex marriage.;#samesex ;;;;;;;;;;;;;;;;;;;;;;
25/05/2020;Zambia;social issues;LGBTI rights;President of Zambia Edgar Lungu pardons a gay couple jailed for 15 years due to consensual homosexual acts amid a mass wave of pardons of nearly 3,000 inmates to celebrate Africa Freedom Day;;;;;;;;;;;;;;;;;;;;;;;
27/05/2020;USA;health;COVID;The U.S. death toll passes 100,000 – more Americans than were killed in the Vietnam War and Korean War combined, and approaching that of the First World War, where 116,000 Americans died in combat.[184] The total number of cases continues to rise, although the rate is slowing.;;;;;;;;;;;;;;;;;;;;;;;
27/05/2020;Hong Kong;politics & economy;Hong Kong protests;"The Chinese National People's Congress votes in favour of national security legislation that prevents subversion, terrorism, separatism and foreign interference in Hong Kong.[181][182] U.S. Secretary of State Mike Pompeo responds by declaring Hong Kong ""no longer autonomous"".";;;;;;;;;;;;;;;;;;;;;;;
28/05/2020;Rwanda;violence & war;Rwanda genocide;A court in Rwanda sentences former Mayor of Nyakizu Ladislas Ntaganzwa to life imprisonment for his role in orchestrating the massacre of hundreds of thousands of people in the Rwandan genocide;;;;;;;;;;;;;;;;;;;;;;;
29/05/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
