date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-01-21 23:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 00:51 ] #dondeestabas2001 rápidamente escaló al puesto nº 5 pic.twitter.com/xqMCuEeEO7",,,#dondeestabas2001,1219770158719406081,https://twitter.com/50trends_es/status/1219770158719406081
2020-01-21 22:54:02,50trends_es,,0,1,2,"[ Trending Topics ES 23:46 ] => #EscuchandoCastillaLaMancha => arsenal => Gagapic.twitter.com/3kmBBMPCrZ",,,#EscuchandoCastillaLaMancha,1219755058214162435,https://twitter.com/50trends_es/status/1219755058214162435
2020-01-21 21:54:02,50trends_es,,0,0,1,"[ Trending Topics ES 22:51 ] => #CachitosPerVersiones => David Luiz => Martinellipic.twitter.com/RmLrnaedOQ",,,#CachitosPerVersiones,1219739960686915584,https://twitter.com/50trends_es/status/1219739960686915584
2020-01-21 20:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 21:46 ] => Gil Manzano => Osasuna => #FirstDates21E => Mustafipic.twitter.com/ylK4ks8rWH",,,#FirstDates21E,1219724861888700417,https://twitter.com/50trends_es/status/1219724861888700417
2020-01-21 19:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 20:51 ] => Recrepic.twitter.com/t6Tb9royvn",,,,1219709759944904705,https://twitter.com/50trends_es/status/1219709759944904705
2020-01-21 18:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 19:46 ] => Mateu Lahoz => Temtem => #COAC2020P2pic.twitter.com/SmEeIIoshU",,,#COAC2020P2pic,1219694663378112514,https://twitter.com/50trends_es/status/1219694663378112514
2020-01-21 17:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 18:46 ] => Rodrigo => Gustavo => #realmeBlueStylepic.twitter.com/GNr4GvbP77",,,#realmeBlueStylepic,1219679561203507200,https://twitter.com/50trends_es/status/1219679561203507200
2020-01-21 16:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 17:46 ] #AtinySelcaDay rápidamente escaló al puesto nº 6 pic.twitter.com/RXydWRG5zl",,,#AtinySelcaDay,1219664461872750592,https://twitter.com/50trends_es/status/1219664461872750592
2020-01-21 15:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 16:46 ] => Andypic.twitter.com/ae9x0CgLo4",,,,1219649363561107458,https://twitter.com/50trends_es/status/1219649363561107458
2020-01-21 14:54:02,50trends_es,,0,0,1,"[ Trending Topics ES 15:46 ]pic.twitter.com/Jk2T1Vkc6n",,,,1219634263500390407,https://twitter.com/50trends_es/status/1219634263500390407
