date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-01-22 23:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 00:47 ] #OTDirecto23E rápidamente escaló al puesto nº 8 pic.twitter.com/2F9IeHAtbo",,,#OTDirecto23E,1220132546434019328,https://twitter.com/50trends_es/status/1220132546434019328
2020-01-22 22:54:02,50trends_es,,0,0,1,"[ Trending Topics ES 23:48 ] => #Millonario => #Autenticos2pic.twitter.com/cqA42t02Nv",,,#Millonario #Autenticos2pic,1220117447275089930,https://twitter.com/50trends_es/status/1220117447275089930
2020-01-22 21:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 22:48 ] => Unionistas => Bale => Brahimpic.twitter.com/CeyJD00YNO",,,,1220102349047369728,https://twitter.com/50trends_es/status/1220102349047369728
2020-01-22 20:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 21:48 ] => Elche => #CopaDelRey => Griezmann => Herrerinpic.twitter.com/PM65prdmD2",,,#CopaDelRey,1220087249477537792,https://twitter.com/50trends_es/status/1220087249477537792
2020-01-22 19:54:03,50trends_es,,0,1,0,"[ Trending Topics ES 20:48 ] => #TwitterResponde => #VenACenar22E => Carles Pérezpic.twitter.com/pzzOqIXzmx",,,#TwitterResponde #VenACenar22E,1220072150687678466,https://twitter.com/50trends_es/status/1220072150687678466
2020-01-22 18:54:05,50trends_es,,0,0,0,"[ Trending Topics ES 19:53 ] 6 nuevas entradas en la lista de tendenciaspic.twitter.com/rVKhUZmFAJ",,,,1220057060626386944,https://twitter.com/50trends_es/status/1220057060626386944
2020-01-22 17:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 18:51 ] => Willian José => #JokerEnBluRay => Croaciapic.twitter.com/bEpIDkxiVj",,,#JokerEnBluRay,1220041950377775106,https://twitter.com/50trends_es/status/1220041950377775106
2020-01-22 16:54:03,50trends_es,,0,1,0,"[ Trending Topics ES 17:46 ] #HISPANOSRTVE22E rápidamente escaló al puesto nº 4 pic.twitter.com/GbXWrAoPvz",,,#HISPANOSRTVE22E,1220026851562835971,https://twitter.com/50trends_es/status/1220026851562835971
2020-01-22 15:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 16:51 ] => #LosGoyaEnFnacpic.twitter.com/3iIvM7FJxZ",,,#LosGoyaEnFnacpic,1220011751208640516,https://twitter.com/50trends_es/status/1220011751208640516
2020-01-22 14:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 15:46 ]pic.twitter.com/6qzx7OhAVs",,,,1219996651311583233,https://twitter.com/50trends_es/status/1219996651311583233
2020-01-22 13:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 14:46 ] => Terry Jonespic.twitter.com/uAxVZH3MtY",,,,1219981552182009856,https://twitter.com/50trends_es/status/1219981552182009856
2020-01-22 12:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 13:51 ] => #PinVoxARV => Congresapic.twitter.com/Tge73oQv3J",,,#PinVoxARV,1219966451337003008,https://twitter.com/50trends_es/status/1219966451337003008
2020-01-22 11:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 12:46 ] => El Corte Inglés => #GobiernoARV => La Rosaleda => Madrid a Salamancapic.twitter.com/55PKohje4S",,,#GobiernoARV,1219951354845810688,https://twitter.com/50trends_es/status/1219951354845810688
2020-01-22 10:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 11:51 ] => #AceiteDeOliva => 'Kubati' => Oihana San Vicentepic.twitter.com/kWMFvBQwTL",,,#AceiteDeOliva,1219936253598216192,https://twitter.com/50trends_es/status/1219936253598216192
2020-01-22 09:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 10:46 ] => ETA 'Kubati'pic.twitter.com/51TYPhRiFm",,,,1219921155907256320,https://twitter.com/50trends_es/status/1219921155907256320
2020-01-22 08:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 09:51 ] => La Puebla de Almoradiel => #Miercoles => María Moliner => Dwight Powellpic.twitter.com/8rzfKyHCxT",,,#Miercoles,1219906056945573888,https://twitter.com/50trends_es/status/1219906056945573888
2020-01-22 07:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 08:46 ] 5 nuevas entradas en la lista de tendenciaspic.twitter.com/AkUp8cmI7T",,,,1219890954607480832,https://twitter.com/50trends_es/status/1219890954607480832
2020-01-22 06:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 07:46 ]pic.twitter.com/LgakkaJFyx",,,,1219875854064529409,https://twitter.com/50trends_es/status/1219875854064529409
2020-01-22 05:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 06:46 ] => #FelizMiércoles => fani y rubénpic.twitter.com/CQhvsnzRZh",,,#FelizMiércoles,1219860757539688448,https://twitter.com/50trends_es/status/1219860757539688448
2020-01-22 04:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 05:51 ] #LaIslaDeLasTentaciones4 ha sido la tendencia nº 1 las últimas 7 horas pic.twitter.com/8BAw2Cn7GP",,,#LaIslaDeLasTentaciones4,1219845657730670592,https://twitter.com/50trends_es/status/1219845657730670592
2020-01-22 03:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 04:51 ] => rubenpic.twitter.com/blejQUTV2d",,,,1219830557296791552,https://twitter.com/50trends_es/status/1219830557296791552
2020-01-22 02:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 03:51 ] => Fani => Cristopher => Powellpic.twitter.com/mc1Jh0VCRV",,,,1219815456439140352,https://twitter.com/50trends_es/status/1219815456439140352
2020-01-22 01:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 02:46 ] => Lewispic.twitter.com/ZSzU4J8L9v",,,,1219800357737508864,https://twitter.com/50trends_es/status/1219800357737508864
2020-01-22 00:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 01:46 ] 6 nuevas entradas en la lista de tendenciaspic.twitter.com/0sMWwKC0NB",,,,1219785260411564034,https://twitter.com/50trends_es/status/1219785260411564034
