date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-01-26 23:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 00:48 ] => Dviciopic.twitter.com/tU1DA4Pe87",,,,1221582102925320192,https://twitter.com/50trends_es/status/1221582102925320192
2020-01-26 22:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 23:48 ] => Natalia => Nacho => Bruno y Javypic.twitter.com/lXmc9ew40D",,,,1221567001753198592,https://twitter.com/50trends_es/status/1221567001753198592
2020-01-26 21:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 22:48 ] => Kobe => #ObjetivoÁbalos => Iscopic.twitter.com/lrsE9l6PjV",,,#ObjetivoÁbalos,1221551901415813126,https://twitter.com/50trends_es/status/1221551901415813126
2020-01-26 20:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 21:48 ] 6 nuevas entradas en la lista de tendenciaspic.twitter.com/Rwpz1NRCSE",,,,1221536801703239680,https://twitter.com/50trends_es/status/1221536801703239680
2020-01-26 19:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 20:48 ] => Kobe Bryant => Otis => #eurowaterpolortvepic.twitter.com/7ruWrGTMbN",,,#eurowaterpolortvepic,1221521700191395841,https://twitter.com/50trends_es/status/1221521700191395841
2020-01-26 18:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 19:48 ] => Campeones de Europapic.twitter.com/6XCZ8p5B0c",,,,1221506603607785474,https://twitter.com/50trends_es/status/1221506603607785474
2020-01-26 17:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 18:48 ] 7 nuevas entradas en la lista de tendenciaspic.twitter.com/qGnBGGjWVy",,,,1221491503857618944,https://twitter.com/50trends_es/status/1221491503857618944
2020-01-26 16:54:03,50trends_es,,0,0,1,"[ Trending Topics ES 17:48 ] => #GodLevelAllStars => Maquedapic.twitter.com/RU3CFqDl5h",,,#GodLevelAllStars,1221476404908478464,https://twitter.com/50trends_es/status/1221476404908478464
2020-01-26 15:54:02,50trends_es,,0,0,1,"[ Trending Topics ES 16:48 ] => #HispanosRTVE26E => Sabin Merino => Charmanderpic.twitter.com/3LMXuoUyfw",,,#HispanosRTVE26E,1221461301819584512,https://twitter.com/50trends_es/status/1221461301819584512
2020-01-26 14:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 15:53 ] => Leganéspic.twitter.com/sajmy14Q9t",,,,1221446203197575169,https://twitter.com/50trends_es/status/1221446203197575169
