date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-01-14 23:54:02,50trends_es,,0,1,1,"[ Trending Topics ES 00:49 ] #EscuchandoNavarrayRioja rápidamente escaló al puesto nº 5 pic.twitter.com/VZyAr0ayPL",,,#EscuchandoNavarrayRioja,1217233443987378176,https://twitter.com/50trends_es/status/1217233443987378176
2020-01-14 22:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 23:49 ] => Vicente Vallés => Christopher => Javi Rospic.twitter.com/c7yZV1dtwK",,,,1217218343415033856,https://twitter.com/50trends_es/status/1217218343415033856
2020-01-14 21:54:02,50trends_es,,0,0,1,"[ Trending Topics ES 22:49 ] => #RocaQuesadaEH => #CachitosVocesSingulares => Felipez => Pesicpic.twitter.com/T1Pjg4mvq6",,,#RocaQuesadaEH #CachitosVocesSingulares,1217203245183127552,https://twitter.com/50trends_es/status/1217203245183127552
2020-01-14 20:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 21:49 ] => #IglesiasA3N => #FirstDates14Epic.twitter.com/SkcGNfqi00",,,#IglesiasA3N #FirstDates14Epic,1217188145273417729,https://twitter.com/50trends_es/status/1217188145273417729
2020-01-14 19:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 20:50 ] => Sett => Llull => Moscú => Jofrillospic.twitter.com/GZzWW48fWO",,,,1217173046240346112,https://twitter.com/50trends_es/status/1217173046240346112
2020-01-14 18:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 19:49 ] => Tarragonapic.twitter.com/gvd54eHd3u",,,,1217157946322440201,https://twitter.com/50trends_es/status/1217157946322440201
2020-01-14 17:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 18:49 ] => Ciudadanos y PPpic.twitter.com/mnBsPPLIhO",,,,1217142844735049735,https://twitter.com/50trends_es/status/1217142844735049735
2020-01-14 16:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 17:49 ] #OTDirecto14E ha sido la tendencia nº 1 las últimas 5 horas pic.twitter.com/Tesl1Qa0LG",,,#OTDirecto14E,1217127747899854848,https://twitter.com/50trends_es/status/1217127747899854848
2020-01-14 15:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 16:50 ] => #HBDtoHYUNGWON => Dante => FFVIIpic.twitter.com/Qv5Od82QVK",,,#HBDtoHYUNGWON,1217112645259735042,https://twitter.com/50trends_es/status/1217112645259735042
2020-01-14 14:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 15:49 ] => Final Fantasy VII Remake => Cyberpunkpic.twitter.com/MGWDK1T99x",,,,1217097548399288322,https://twitter.com/50trends_es/status/1217097548399288322
2020-01-14 13:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 14:49 ] => Unionistas => Zaharapic.twitter.com/xe5OrVNCqp",,,,1217082448028237825,https://twitter.com/50trends_es/status/1217082448028237825
2020-01-14 12:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 13:49 ] => Martínez Valero => Glasspic.twitter.com/d7h4MaqiKQ",,,,1217067379194318849,https://twitter.com/50trends_es/status/1217067379194318849
2020-01-14 11:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 12:49 ] 5 nuevas entradas en la lista de tendenciaspic.twitter.com/dZ7J60kej4",,,,1217052278101889024,https://twitter.com/50trends_es/status/1217052278101889024
2020-01-14 10:54:10,50trends_es,,0,0,0,"[ Trending Topics ES 11:49 ] => #PorTuCaraDeMartes => La RAEpic.twitter.com/2ZxPjTltcn",,,#PorTuCaraDeMartes,1217037182004797440,https://twitter.com/50trends_es/status/1217037182004797440
2020-01-14 09:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 10:49 ] => #ConsejodeMinistros => #ar14e => Shaipic.twitter.com/49706IiGFd",,,#ConsejodeMinistros #ar14e,1217022079591206913,https://twitter.com/50trends_es/status/1217022079591206913
2020-01-14 08:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 09:44 ] => Semper => Shai Gilgeous-Alexander => Mc 1pic.twitter.com/hT6XPahR6Q",,,,1217006979203452930,https://twitter.com/50trends_es/status/1217006979203452930
2020-01-14 07:54:09,50trends_es,,1,4,5,"[ Trending Topics ES 08:49 ] => #LaCafeteraJUSTO => #AndaLevantaM14 => El Consejo de Ministrospic.twitter.com/cpxu1VHNV8",,,#LaCafeteraJUSTO #AndaLevantaM14,1216991880208158720,https://twitter.com/50trends_es/status/1216991880208158720
