date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-01-31 23:54:03,50trends_es,,0,4,14,"[ Trending Topics ES 00:52 ] => #MilenioLive => Enzo Zidanepic.twitter.com/Y23Xm0ttXp",,,#MilenioLive,1223394042215616515,https://twitter.com/50trends_es/status/1223394042215616515
2020-01-31 22:54:02,50trends_es,,0,2,3,"[ Trending Topics ES 23:52 ] => La Gomera => Cristina Ramospic.twitter.com/MPvkUmURyY",,,,1223378939013488640,https://twitter.com/50trends_es/status/1223378939013488640
2020-01-31 21:54:03,50trends_es,,0,0,3,"[ Trending Topics ES 22:52 ] #TCMS4 rápidamente escaló al puesto nº 1 pic.twitter.com/OnS7byXpGF",,,#TCMS4,1223363841314168832,https://twitter.com/50trends_es/status/1223363841314168832
2020-01-31 20:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 21:47 ] => #FirstDates31E => Roger Assalépic.twitter.com/VcZP9DEFC8",,,#FirstDates31E,1223348739798159360,https://twitter.com/50trends_es/status/1223348739798159360
2020-01-31 19:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 20:47 ] => #VenACenar31Epic.twitter.com/u9Tvr00tGz",,,#VenACenar31Epic,1223333642988064773,https://twitter.com/50trends_es/status/1223333642988064773
2020-01-31 18:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 19:47 ] => #MegaPath => Miki => Jonathaspic.twitter.com/J9nuuLAWaC",,,#MegaPath,1223318544403914753,https://twitter.com/50trends_es/status/1223318544403914753
2020-01-31 17:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 18:47 ] => Yacine => #BoteCodere => Paz Estebanpic.twitter.com/9DEEGEWCTR",,,#BoteCodere,1223303442573266950,https://twitter.com/50trends_es/status/1223303442573266950
2020-01-31 16:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 17:47 ] #ChihiroCulturaFnac rápidamente escaló al puesto nº 5 pic.twitter.com/uOwcn4bPh0",,,#ChihiroCulturaFnac,1223288342189629440,https://twitter.com/50trends_es/status/1223288342189629440
2020-01-31 15:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 16:50 ] => Bruno y Anne => imelda stauntonpic.twitter.com/gbJiz1Tupa",,,,1223273245702610946,https://twitter.com/50trends_es/status/1223273245702610946
2020-01-31 14:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 15:50 ]pic.twitter.com/wFjNOsMW8x",,,,1223258144094203905,https://twitter.com/50trends_es/status/1223258144094203905
2020-01-31 13:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 14:50 ]pic.twitter.com/C5uaTA2ua6",,,,1223243047053512705,https://twitter.com/50trends_es/status/1223243047053512705
2020-01-31 12:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 13:50 ] => #ChollometroParaMi => San Mamés => Real Madrid - Real Sociedadpic.twitter.com/jeVF9TmerB",,,#ChollometroParaMi,1223227944266534912,https://twitter.com/50trends_es/status/1223227944266534912
2020-01-31 11:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 12:50 ] => Trincao => #RESHsorteo => Reino Unidopic.twitter.com/iSKE0hzeob",,,#RESHsorteo,1223212844558233600,https://twitter.com/50trends_es/status/1223212844558233600
2020-01-31 10:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 11:45 ] => The Good Placepic.twitter.com/MaNLfd0Ddj",,,,1223197747295277056,https://twitter.com/50trends_es/status/1223197747295277056
2020-01-31 09:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 10:50 ]pic.twitter.com/GrEYSWCta3",,,,1223182648102858752,https://twitter.com/50trends_es/status/1223182648102858752
2020-01-31 08:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 09:50 ] => Adam Smith => #MissAmericana => El PIBpic.twitter.com/5WFtaHDzCu",,,#MissAmericana,1223167548209999880,https://twitter.com/50trends_es/status/1223167548209999880
2020-01-31 07:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 08:45 ] 5 nuevas entradas en la lista de tendenciaspic.twitter.com/j5B6xizaIM",,,,1223152447973216256,https://twitter.com/50trends_es/status/1223152447973216256
2020-01-31 06:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 07:50 ] 6 nuevas entradas en la lista de tendenciaspic.twitter.com/o4veSK0CwN",,,,1223137348004798464,https://twitter.com/50trends_es/status/1223137348004798464
2020-01-31 05:54:03,50trends_es,,0,0,1,"[ Trending Topics ES 06:47 ] => #FelizFinde => #FelizViernesATodospic.twitter.com/0sh21tU2Ge",,,#FelizFinde #FelizViernesATodospic,1223122250712244229,https://twitter.com/50trends_es/status/1223122250712244229
2020-01-31 04:54:04,50trends_es,,0,0,0,"[ Trending Topics ES 05:52 ] #lachusmaselecta rápidamente escaló al puesto nº 5 pic.twitter.com/68VtH9WFYN",,,#lachusmaselecta,1223107154061619203,https://twitter.com/50trends_es/status/1223107154061619203
2020-01-31 03:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 04:50 ] => Andreapic.twitter.com/KHPk6h7Or7",,,,1223092050826006528,https://twitter.com/50trends_es/status/1223092050826006528
2020-01-31 02:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 03:50 ] #TdelDescuento31E rápidamente escaló al puesto nº 8 pic.twitter.com/czkmRInJmQ",,,#TdelDescuento31E,1223076949528141824,https://twitter.com/50trends_es/status/1223076949528141824
2020-01-31 01:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 02:45 ] => Don Antoniopic.twitter.com/DMn58CBZMl",,,,1223061851489128450,https://twitter.com/50trends_es/status/1223061851489128450
2020-01-31 00:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 01:50 ] => Ismaelpic.twitter.com/Y2Hg3kHSpF",,,,1223046751692775424,https://twitter.com/50trends_es/status/1223046751692775424
