date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-01-03 23:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 00:50 ] => Junta Electoral Centralpic.twitter.com/J7z0K7XVaw",,,,1213247203529175040,https://twitter.com/50trends_es/status/1213247203529175040
2020-01-03 22:54:08,50trends_es,,0,0,1,"[ Trending Topics ES 23:45 ] => #MCJunior => Adriana Lastrapic.twitter.com/52oQMyKpxP",,,#MCJunior,1213232103049093121,https://twitter.com/50trends_es/status/1213232103049093121
2020-01-03 21:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 22:45 ] => #TCMSNavidadpic.twitter.com/GaywWtoUns",,,#TCMSNavidadpic,1213217003122675712,https://twitter.com/50trends_es/status/1213217003122675712
2020-01-03 20:54:08,50trends_es,,0,0,2,"[ Trending Topics ES 21:50 ] => #SpainIsAFascistState => #boicotgalicia => Golpe de Estadopic.twitter.com/2m8Su6Haz0",,,#SpainIsAFascistState #boicotgalicia,1213201902311268352,https://twitter.com/50trends_es/status/1213201902311268352
2020-01-03 19:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 20:50 ] => Alberto Garzónpic.twitter.com/Olb0iqw1W4",,,,1213186806566522880,https://twitter.com/50trends_es/status/1213186806566522880
2020-01-03 18:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 19:50 ] => Torra => La JEC => Generalitat => Parlamentpic.twitter.com/gR1GTrWjSU",,,,1213171707034456070,https://twitter.com/50trends_es/status/1213171707034456070
2020-01-03 17:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 18:50 ] => Quim Torrapic.twitter.com/oE5u9KioPx",,,,1213156606030036993,https://twitter.com/50trends_es/status/1213156606030036993
2020-01-03 16:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 17:50 ] => #ReyesNintenderos => El BNGpic.twitter.com/yyWjKsa8ZA",,,#ReyesNintenderos,1213141506506264576,https://twitter.com/50trends_es/status/1213141506506264576
2020-01-03 15:54:08,50trends_es,,0,2,0,"[ Trending Topics ES 16:50 ] => #EPParaRaoul2020 => #EspañaExistepic.twitter.com/l1y7k6XRX5",,,#EPParaRaoul2020 #EspañaExistepic,1213126405023817729,https://twitter.com/50trends_es/status/1213126405023817729
2020-01-03 14:54:09,50trends_es,,0,1,0,"[ Trending Topics ES 15:49 ] #BoicotTeruel rápidamente escaló al puesto nº 6 pic.twitter.com/j66bCeQ18V",,,#BoicotTeruel,1213111308020801536,https://twitter.com/50trends_es/status/1213111308020801536
2020-01-03 13:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 14:49 ] => Cardpic.twitter.com/bd01cvWcww",,,,1213096210548043777,https://twitter.com/50trends_es/status/1213096210548043777
2020-01-03 12:54:08,50trends_es,,0,0,1,"[ Trending Topics ES 13:50 ] => III Guerra Mundialpic.twitter.com/X1Hq5t5Mh1",,,,1213081108251840512,https://twitter.com/50trends_es/status/1213081108251840512
2020-01-03 11:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 12:49 ] => #FelizViernesATodospic.twitter.com/jkZtiGVWnl",,,#FelizViernesATodospic,1213066010498129922,https://twitter.com/50trends_es/status/1213066010498129922
2020-01-03 10:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 11:44 ] => #LGK50enPhoneHousepic.twitter.com/zg1WP9UGIt",,,#LGK50enPhoneHousepic,1213050909854486529,https://twitter.com/50trends_es/status/1213050909854486529
2020-01-03 09:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 10:48 ] => Trump => Irakpic.twitter.com/iJFXtQezWH",,,,1213035811052118016,https://twitter.com/50trends_es/status/1213035811052118016
2020-01-03 08:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 09:48 ] => #paropic.twitter.com/SgGDZgm4IQ",,,#paropic,1213020712027533318,https://twitter.com/50trends_es/status/1213020712027533318
2020-01-03 07:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 08:48 ] => Oriente Medio => #BoicotTeruel => Middle Eastpic.twitter.com/QK5wxe0n8M",,,#BoicotTeruel,1213005610150760448,https://twitter.com/50trends_es/status/1213005610150760448
2020-01-03 06:54:08,50trends_es,,0,0,2,"[ Trending Topics ES 07:48 ] => #WWIII => #FelizFinde => Tercera Guerra Mundial => the uspic.twitter.com/AYNnj8qLcQ",,,#WWIII #FelizFinde,1212990510845120512,https://twitter.com/50trends_es/status/1212990510845120512
2020-01-03 05:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 06:48 ] => #YummyOutNow => #YummyOutTHONIGHT => #TeruelExistepic.twitter.com/qb7siZ6JSF",,,#YummyOutNow #YummyOutTHONIGHT #TeruelExistepic,1212975414181842944,https://twitter.com/50trends_es/status/1212975414181842944
2020-01-03 04:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 05:49 ] => Iran => coachella => Bagdad => #yummypic.twitter.com/frXOxWPol8",,,#yummypic,1212960310144962561,https://twitter.com/50trends_es/status/1212960310144962561
2020-01-03 03:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 04:49 ] Titanic ha sido la tendencia nº 1 las últimas 5 horas pic.twitter.com/LtVXB5LPjn",,,,1212945215495065604,https://twitter.com/50trends_es/status/1212945215495065604
2020-01-03 02:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 03:49 ] => Rose => Soleimanipic.twitter.com/dMPyrCdpEK",,,,1212930115275051009,https://twitter.com/50trends_es/status/1212930115275051009
2020-01-03 01:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 02:49 ] => Jackpic.twitter.com/pO2YUOIRTO",,,,1212915016229433349,https://twitter.com/50trends_es/status/1212915016229433349
2020-01-03 00:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 01:49 ] => James Cameronpic.twitter.com/AO3nEMU1gq",,,,1212899913891225600,https://twitter.com/50trends_es/status/1212899913891225600
