date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-01-29 23:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 00:49 ] => #OTDirecto30Epic.twitter.com/1zKPg11Nr3",,,#OTDirecto30Epic,1222669265704308737,https://twitter.com/50trends_es/status/1222669265704308737
2020-01-29 22:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 23:49 ] => #Millonario2 => Lucas Vázquezpic.twitter.com/hsL51h6Wbj",,,#Millonario2,1222654164808892416,https://twitter.com/50trends_es/status/1222654164808892416
2020-01-29 21:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 22:49 ] Areola rápidamente escaló al puesto nº 7 pic.twitter.com/VXa32QyfZ7",,,,1222639066933612544,https://twitter.com/50trends_es/status/1222639066933612544
2020-01-29 20:54:03,50trends_es,,0,0,1,"[ Trending Topics ES 21:49 ] => Gol de Lucas Vázquez => Vini => Jaume Domenechpic.twitter.com/mX09MCxe9Z",,,,1222623967418224640,https://twitter.com/50trends_es/status/1222623967418224640
2020-01-29 19:54:03,50trends_es,,0,0,1,"[ Trending Topics ES 20:44 ] => #FlashdanceElMusical => el parlamento europeo => Correiapic.twitter.com/25G2YuDEI7",,,#FlashdanceElMusical,1222608865524699136,https://twitter.com/50trends_es/status/1222608865524699136
2020-01-29 18:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 19:49 ] => Bioshock => Rey Manajpic.twitter.com/joYqdsWFT0",,,,1222593768924291073,https://twitter.com/50trends_es/status/1222593768924291073
2020-01-29 17:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 18:49 ] => Richarlisonpic.twitter.com/aTZULlA9g1",,,,1222578666485551104,https://twitter.com/50trends_es/status/1222578666485551104
2020-01-29 16:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 17:49 ] => belenapic.twitter.com/YwylHNFFsh",,,,1222563565921587203,https://twitter.com/50trends_es/status/1222563565921587203
2020-01-29 15:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 16:44 ] #coronaravirus rápidamente escaló al puesto nº 7 pic.twitter.com/rknPGivZBo",,,#coronaravirus,1222548470415970306,https://twitter.com/50trends_es/status/1222548470415970306
2020-01-29 15:07:34,50trends_es,Michelmaikkel,0,0,1,"No, el hashtag es recurrente semanalmente, pero está activo (es tendencia) en el momento presente.",,,,1222536771659091969,https://twitter.com/50trends_es/status/1222536771659091969
2020-01-29 14:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 15:49 ] => #ResultadoAEA => Mikupic.twitter.com/b90QdOXCpf",,,#ResultadoAEA,1222533367540961282,https://twitter.com/50trends_es/status/1222533367540961282
2020-01-29 13:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 14:49 ] => Nadal => Don Benitopic.twitter.com/bpJDl0TjlQ",,,,1222518269900460034,https://twitter.com/50trends_es/status/1222518269900460034
2020-01-29 12:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 13:49 ] => #AskAriadna => Omar Ramospic.twitter.com/aVWWHV59pF",,,#AskAriadna,1222503169592307712,https://twitter.com/50trends_es/status/1222503169592307712
2020-01-29 11:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 12:47 ] => #VamosRafa => Florenzipic.twitter.com/k3ll9St1il",,,#VamosRafa,1222488068101476353,https://twitter.com/50trends_es/status/1222488068101476353
2020-01-29 10:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 11:47 ] => #TarifasLowipic.twitter.com/GBmJjPVF0h",,,#TarifasLowipic,1222472968992886784,https://twitter.com/50trends_es/status/1222472968992886784
2020-01-29 09:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 10:47 ] => #DerbiExprés => #coronoavirus => Thiempic.twitter.com/3qJ8K46AhQ",,,#DerbiExprés #coronoavirus,1222457869112610816,https://twitter.com/50trends_es/status/1222457869112610816
2020-01-29 08:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 09:52 ] => #BTSxJamesCorden => British Airways => Carriónpic.twitter.com/PWwzrGkEEg",,,#BTSxJamesCorden,1222442772814274560,https://twitter.com/50trends_es/status/1222442772814274560
2020-01-29 07:54:02,50trends_es,,1,0,0,"[ Trending Topics ES 08:52 ] 7 nuevas entradas en la lista de tendenciaspic.twitter.com/PJIsy6qaz1",,,,1222427669482045441,https://twitter.com/50trends_es/status/1222427669482045441
2020-01-29 06:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 07:52 ] => simona halep => Andreapic.twitter.com/fag40vYSHX",,,,1222412570277097475,https://twitter.com/50trends_es/status/1222412570277097475
2020-01-29 05:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 06:47 ] => #FelizMiércolespic.twitter.com/bGOgsH9k8q",,,#FelizMiércolespic,1222397473588678657,https://twitter.com/50trends_es/status/1222397473588678657
2020-01-29 04:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 05:52 ] => Halep => Jona => Pobre Christoferpic.twitter.com/LgHxsPft2e",,,,1222382371388952577,https://twitter.com/50trends_es/status/1222382371388952577
2020-01-29 03:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 04:47 ] => álex => #BTSxCordenpic.twitter.com/68t2FGHGrx",,,#BTSxCordenpic,1222367275329650688,https://twitter.com/50trends_es/status/1222367275329650688
2020-01-29 02:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 03:52 ] => Andrea y Fanipic.twitter.com/i6ZkTKUlme",,,,1222352172937072640,https://twitter.com/50trends_es/status/1222352172937072640
2020-01-29 01:54:03,50trends_es,,0,0,0,"[ Trending Topics ES 02:47 ] => Katerinapic.twitter.com/Cdwf7HNo40",,,,1222337074914897921,https://twitter.com/50trends_es/status/1222337074914897921
2020-01-29 00:54:02,50trends_es,,0,0,0,"[ Trending Topics ES 01:47 ] => Andreina => Fani y Rubénpic.twitter.com/4m66vV5dSt",,,,1222321973314932736,https://twitter.com/50trends_es/status/1222321973314932736
