date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-01-07 23:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 00:47 ] => Supervivientespic.twitter.com/bfxj9NHhf2",,,,1214696754240770048,https://twitter.com/50trends_es/status/1214696754240770048
2020-01-07 22:54:09,50trends_es,,0,1,0,"[ Trending Topics ES 23:50 ] => #EscuchandoCórdobayJaénpic.twitter.com/OUhp0UBUBt",,,#EscuchandoCórdobayJaénpic,1214681658781253633,https://twitter.com/50trends_es/status/1214681658781253633
2020-01-07 21:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 22:45 ] => #elintermedioinvestidura => #CachitosDespropositos => Víctorpic.twitter.com/wXf2wLzFP7",,,#elintermedioinvestidura #CachitosDespropositos,1214666557953134593,https://twitter.com/50trends_es/status/1214666557953134593
2020-01-07 20:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 21:50 ] => Bernardo Silva => #FirstDates7E => De Bruynepic.twitter.com/5OFjV1drVm",,,#FirstDates7E,1214651455585554435,https://twitter.com/50trends_es/status/1214651455585554435
2020-01-07 19:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 20:50 ]pic.twitter.com/JjboI8ZTLb",,,,1214636356422557696,https://twitter.com/50trends_es/status/1214636356422557696
2020-01-07 18:54:09,50trends_es,,0,1,0,"[ Trending Topics ES 19:50 ] => #EspañaNoEsUnMito => seatpic.twitter.com/LN6y3zfE8G",,,#EspañaNoEsUnMito,1214621259503472640,https://twitter.com/50trends_es/status/1214621259503472640
2020-01-07 17:54:09,50trends_es,,0,0,1,"[ Trending Topics ES 18:50 ] => Luca de Meo => #InvESPtiduraSanchez => Cristina Cifuentes => #AmarAMuerteEstrenopic.twitter.com/mM5XNzNano",,,#InvESPtiduraSanchez #AmarAMuerteEstrenopic,1214606159346307074,https://twitter.com/50trends_es/status/1214606159346307074
2020-01-07 16:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 17:45 ] => #SiSePuedepic.twitter.com/b01A1BY5xt",,,#SiSePuedepic,1214591059990327296,https://twitter.com/50trends_es/status/1214591059990327296
2020-01-07 15:54:09,50trends_es,,1,0,2,"[ Trending Topics ES 16:45 ] => #7isComing => #España2024 => Pokémon Directpic.twitter.com/BVm7hi2KRx",,,#7isComing #España2024,1214575961469050881,https://twitter.com/50trends_es/status/1214575961469050881
2020-01-07 14:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 15:50 ] 5 nuevas entradas en la lista de tendenciaspic.twitter.com/Gg8ot8zT6A",,,,1214560862515544070,https://twitter.com/50trends_es/status/1214560862515544070
2020-01-07 13:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 14:50 ] => Aitor Esteban => SI SE PUEDE => Habemus Gobiernopic.twitter.com/FEp1O4Um7P",,,,1214545759955238917,https://twitter.com/50trends_es/status/1214545759955238917
2020-01-07 12:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 13:50 ] => Oskar Matute => Bassapic.twitter.com/AkNPHprsHV",,,,1214530659445854208,https://twitter.com/50trends_es/status/1214530659445854208
2020-01-07 11:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 12:50 ] 6 nuevas entradas en la lista de tendenciaspic.twitter.com/tQgLFny2PN",,,,1214515560341524480,https://twitter.com/50trends_es/status/1214515560341524480
2020-01-07 10:54:08,50trends_es,,0,0,0,"[ Trending Topics ES 11:50 ] => Golpe de Estadopic.twitter.com/c44nfmsOIv",,,,1214500461212061696,https://twitter.com/50trends_es/status/1214500461212061696
2020-01-07 09:54:09,50trends_es,,0,0,0,"[ Trending Topics ES 10:50 ] => #rebajas => Pablo Montesinospic.twitter.com/WwD5kszRFl",,,#rebajas,1214485362334162944,https://twitter.com/50trends_es/status/1214485362334162944
2020-01-07 08:54:09,50trends_es,,0,7,1,"[ Trending Topics ES 09:50 ] => #167Valientes => Bafta => #KuzeyGüneyCap77pic.twitter.com/MuBKTdX7Ib",,,#167Valientes #KuzeyGüneyCap77pic,1214470264219750400,https://twitter.com/50trends_es/status/1214470264219750400
