text;duration
El 14;22:35
#OTDirecto28E;22:10
#TdelDescuento28E;17:45
Torrevieja;12:15
Ben Arfa;11:20
#COAC2020P8;10:50
#MaestrosDeLaCostura;10:50
#AndalucíaAPEOR;10:35
#AVLO;10:20
#BastaDeKpop;10:20
Marimar Blanco;10:05
#HechizoFINETWORK;10:00
Abascal y Espinosa;09:50
#conquis2;09:45
#FirstDates27E;09:45
#iHeartBTS;09:35
Fernández Vara;09:05
#FelizMartes;09:00
#VivirSinPermiso3;09:00
#OscarsEnFnac;08:55
Irene Lozano;08:50
La 5;08:35
Santo Tomás de Aquino;08:35
#TeamJoker;08:15
#XboxMeridiem;08:10
Bruno Fernandes;08:10
Fernández Díaz;08:10
#paro;07:55
#JustinBieberSeasons;07:50
Kobe;07:50
#OverwatchEnSwitch;07:45
auschwitz;07:45
#felizlunes;07:40
#GRAMMYs;07:30
#COAC2020P9;07:25
#PorTuCaraDeMartes;07:20
#RequetemartesGalp;07:15
Flavio;07:10
Goya;07:10
La 6;07:10
Pokémon Home;07:05
Parlament;07:00
El Tribunal de Cuentas;06:55
#DiaDelCommunityManager;06:50
Rodrigo;06:50
#BuhoComoTu28E;06:45
Turull;06:40
#RIPMamba;06:35
Ábalos;06:35
Bad Bunny;06:35
#BastaDeXenofobia;06:25
#RoyalRumble;06:25
La 3;06:20
Lo Celso;06:20
#BlackMamba;06:15
Jordi Sevilla;06:10
Florenzi;06:05
Online VS IRL;06:00
Yamaha;05:55
#HolocaustMemorialDay;05:50
Pocahontas;05:50
#KobeBraynt;05:45
#OTGala2;05:45
#SorteoCMsGamers;05:45
el constitucional;05:35
Ejército Rojo;05:30
Eriksen;05:30
Kyrgios;05:30
#CMFini;05:25
Sandgren;05:25
Sant Joan Despí;05:25
#DíaDeLaProtecciónDeDatos;05:20
#VisAVisElOasis;05:20
#LaCafeteraTurra;05:15
gerard;05:15
El TC;05:10
#NiUnoMás;05:05
Alberto Blecua;05:00
Enric Gallego;05:00
Lakers;05:00
La 8;04:55
Resident Evil 8;04:55
#felizsemana;04:50
#TdelDescuentoGala3;04:50
Tete Morente;04:50
Charizard;04:45
#gala2ot;04:40
#GraciasArrow;04:40
salvini;04:40
Stalin;04:40
#ESP28E;04:35
Paulao;04:30
Jorge Mendes;04:25
#elintermedio;04:20
#LaIslaDeLasTentaciones6;04:15
#medusa2020;04:15
#TeAlquilo27E;04:15
Hitler y Stalin;04:15
Nuño de la Rosa;04:15
billie;04:10
Iraní;04:10
URSS;04:10
Chin Chan;04:00
Ciencia y Universidades;04:00
Sánchez y Torra;03:55
UNA CANCIÓN QUE;03:55
#AdaraTeApoyamos;03:50
#el28noalvetoparental;03:50
Estado de Migraciones;03:50
Rosalía;03:50
#weremember;03:45
Encuesta de Población Activa;03:40
Jordan;03:40
Sekou Gassama;03:40
Vivienda;03:40
