text;duration
#OTDirecto3F;18:40
#FelizLunes;10:25
#WandaVision;10:20
#COAC2020P14;09:35
#OTGala3;09:05
Mushu;09:05
Beret;08:50
Lola Herrera;08:50
#CuartoMilenio;08:45
#ARMYSelcaDay;08:40
#GoNiners;08:35
#GraciasArrow;08:35
Ansu Fati;08:30
#LoDeÉvole;08:05
#SuperBowl;08:00
#TdelDescuento3F;07:35
Lucas Alcaraz;07:35
#EVERGLOW_DUN_DUN;07:30
#TdelDescuentoGala4;07:30
Drakengard 4;07:25
#BarcelonaWineWeek;07:20
Jennifer López;07:15
#LunesDeOjos;07:10
Air Canada;07:05
Levante;06:50
#LegislaturaARV;06:45
Garoppolo;06:45
Anne;06:35
#SBLIV;06:30
Kansas;06:25
Tarancón;06:25
Glaceon;06:15
#BlackWidow;06:10
Bafta;06:10
#HalftimeShow2020;06:05
Mi Crush;06:05
Felipe VI;06:00
Anaju;05:55
Nafti;05:55
Semedo;05:55
#Cevisama2020;05:50
#MondayMotivation;05:50
El Gobierno del PP;05:50
Llarena;05:50
Princesas;05:45
#OTChat3;05:40
#ShownuBestLeader;05:35
Víctor Tomás;05:35
El Rey;05:30
Mulan;05:30
#HercaiNova2Feb;05:25
#EGOComebackTrailer;05:15
Samantha;05:15
Jefe del Estado;05:10
Jimmy G;05:10
Loki;05:10
San Blas;05:10
#LaCafeteraUKGone;05:05
Maialen;05:05
Natalia;05:05
#felizdomingo;04:55
#PepsiHalftime;04:55
#ESP3Febrero;04:45
#eliminada;04:35
#justiceforjohnnydepp;04:35
#VamosSuperBowl;04:35
#HyT20;04:30
Espeon;04:30
Ley de Costas de 2013;04:25
Lorena;04:25
Monarquía;04:25
Shanahan;04:25
#COAC2020P15;04:20
#SuperligaOrangeLoL5;04:20
Diego Matamoros;04:20
El Gobierno de Rajoy;04:20
morata;04:20
#DiaInternacionalDelAbogado;04:15
ADTR;04:15
Bildu y BNG;04:15
Bosa;04:15
Munitis;04:15
#ViudaNegra;04:10
Brady;04:10
Chequia;04:10
Ortega Smith;04:10
Shakira;04:10
Cortes;04:05
República Checa;04:05
#BPSOAndalucía;04:00
#MileiEnLaSextaNoche;04:00
The Black Crowes;04:00
#Aeropuerto;03:55
#coronarivirus;03:55
#SafetyFirst;03:55
Kittle;03:55
#49ers;03:50
#LatinoGang;03:50
Chiefs;03:50
Call;03:45
Meritxell Batet;03:45
Thriller;03:45
#porquelaquiero;03:40
Mahomes;03:40
Midoriya;03:40
Toronto;03:40
CUP y BNG;03:35
El TSJC;03:35
Jonia;03:35
Death Note;03:30
Kemama;03:30
Shakira y JLo;03:30
#galaot3;03:25
#plenocan;03:25
#yoveosálvame;03:25
Fatiga;03:25
javy;03:25
pobre nick;03:25
Roberto;03:25
#TodoEsMentira3F;03:20
Miguel Ángel Oliver;03:20
Ni República;03:20
#AmarEsPrimaveraDivinity;03:15
#aterrizaje;03:15
#SanBlas;03:15
#TeAlquilo3F;03:15
#VenACenar3F;03:15
Flavio;03:15
#NFL100;03:10
#WHEntradas;03:10
Gerard y Nia;03:10
Hill;03:10
Hoy 3;03:10
Snorlax;03:10
Wicked Game;03:10
#AndaLevantaL3;03:05
#Barajas;03:05
#disneyplus;03:05
#JustinBieberSeasons;03:05
F-18;03:05
#drones;03:00
#nflgamepass;03:00
Luis Miguel Ramis;03:00
#gala3ot;02:55
#JUGONES;02:55
Andy Reid;02:55
Buddy Holly;02:55
Comandante;02:55
#SolemneApertura;02:50
Boeing;02:50
Cursach;02:50
Mc 5;02:50
#Autónomos;02:40
#BelmonteEnEfesista;02:40
#FaziletNova3Feb;02:40
#MurgasSC1;02:40
Deku;02:40
#AC837;02:35
#HalftimeShow;02:35
#SmartBusinessMeeting;02:35
Gabo;02:30
GC-1;02:30
súper bowl;02:30
Teror;02:30
#NoJudgement;02:25
Bárcenas;02:25
Verdejo;02:25
#BuhoComoTu3F;02:20
#diadelamarmota;02:20
#FirstDates3F;02:20
#GràciesVictor;02:20
#zapeando1547;02:20
Anaju y Javy;02:20
Barajas;02:20
Juan Antonio;02:20
Platinum;02:20
#CasadoEnRTVE;02:15
#GFRIENDatCrossroads;02:15
Demacia;02:15
The Wonderful 101;02:15
VIVA EL REY;02:15
#ChiringuitoPolémica;02:10
#NickEsOT;02:10
#SanValentin2020;02:10
George Steiner;02:10
Javy y Jesús;02:10
Sherman;02:10
#20cumple20;02:05
#CarrefourLOVER;02:05
#DiaMundialContraElCancer;02:05
#dolorinfantil20;02:05
#ObjetivoBrexit;02:05
Eva y Hugo;02:05
Hugo y Eva;02:05
Kamiya;02:05
Maleducado;02:05
Neruda;02:05
Yuta;02:05
#Golazo;02:00
#MásterUMH;02:00
Dreamcatcher;02:00
Lunes 3;02:00
Ousmane;02:00
Viernes 7;02:00
Waka Waka;02:00
#elintermedio;01:55
#GFRIENDhasARRIVED;01:55
#OurPromiseToMonstaX;01:55
Amargura;01:55
B del PP;01:55
Bayonetta 3;01:55
#AR3F;01:50
#guardiangiveaways;01:50
#MalditoCupido;01:50
#MorancosEH;01:50
#XIVLegislatura;01:50
Black Widow;01:50
Falcons;01:50
Johnny Depp;01:50
Patriots;01:50
Avión;01:45
#ESCZ;01:40
#flightradar24;01:40
#SanValentinConTrapa;01:40
Ainhoa Arteta;01:40
Cejas;01:40
El Ejecutivo de Ayuso;01:40
Paul Auster;01:40
Sonny;01:40
Echeminga;01:35
Javy y Anaju;01:35
S.M.;01:35
Shakira y Jennifer López;01:35
#CrimsTV3;01:30
#motor;01:30
#seguros;01:30
#SomosLaAudiencia3F;01:30
Aeropuerto de Barajas;01:30
Capela;01:30
Quagliarella;01:30
#Digitalización;01:25
#FelipeVI;01:25
#jenniferlopez;01:25
#SevdanınEsiri;01:25
Bely;01:25
DIOSAS;01:25
Germán;01:25
Jesús y Javy;01:25
Jesús y Rafa;01:25
Playback;01:25
Señorita;01:25
#AC387;01:20
#congreso;01:20
#conquis3;01:20
#SomosCyL2020;01:20
All Might;01:20
Eva y Sam;01:20
Hugo;01:20
Mañana 4;01:20
#emergencia;01:15
#LosResilientes;01:15
#personasmayores;01:15
#webinar;01:15
Boeing 767;01:15
call me maybe;01:15
Carly Rae Jepsen;01:15
Companys;01:15
Tom Brady;01:15
#egoiscoming;01:10
#LosPacientes;01:10
#LoveIsIand;01:10
#ShakiraSuperBowl2020;01:10
Anne y Gerard;01:10
Benny Cristo;01:10
Franganillo;01:10
Maroon 5;01:10
Nia y Bruno;01:10
Pats;01:10
#edirecto;01:05
#FDCrucero4;01:05
#VivirSinPermiso4;01:05
Flavio y Samantha;01:05
Noemí Galera;01:05
Ramis;01:05
Roncaglia;01:05
Super Bowl 2020;01:05
thrombocid;01:05
Touchdown;01:05
#bárcenas;01:00
#FirstDates2F;01:00
#frac1;01:00
#otgala4;01:00
#TresVidas;01:00
Baena;01:00
Barranquilla;01:00
bruno mars;01:00
Ibra;01:00
joe montana;01:00
Missouri;01:00
Pablo Isla;01:00
Viva la Constitución;01:00
#CocheConectado5G;00:55
#回_LABYRINTH;00:55
cortes generales;00:55
Kansas City;00:55
Los 49ers;00:55
SALVAR NICK;00:55
Samp;00:55
#aircanadaexpress;00:50
#EgoIsHere;00:50
#SERySuperbowl;00:50
DÍSELO A LA VIDA;00:50
Estela;00:50
Hugo Mallo;00:50
Justin Timberlake;00:50
maniac;00:50
Por San Blas;00:50
Rey Felipe VI;00:50
XIV Legislatura;00:50
#EgoByJhope;00:45
#LaNoche24h;00:45
Bruno y Nia;00:45
Chinchón;00:45
Miércoles 5;00:45
Noe y Manu;00:45
Portu;00:45
Rocío Dúrcal;00:45
Santi Denia;00:45
Transportes;00:45
Umbreon;00:45
#maitinospinoff;00:40
D'Angelo Russell;00:40
El Nápoles;00:40
feliz lunes;00:40
Gerard y Anne;00:40
Massiel;00:40
Rafa y Jesús;00:40
#ARSD;00:35
Gala 4;00:35
Giants;00:35
Jefe de Estado;00:35
Natalia Jiménez;00:35
Stormi;00:35
VAS A VOLVERME LOCA;00:35
#BAFTAs;00:30
#coronaviruse;00:30
Bad Bunny y J Balvin;00:30
Czech Republic;00:30
El Badajoz;00:30
Flavio y Gerard;00:30
getafe;00:30
Kickstarter;00:30
LA ACTUACIÓN;00:30
nia y gerard;00:30
Nick Bosa;00:30
Nick y Maialen;00:30
Nintendo Direct;00:30
Parralo;00:30
Scocco;00:30
Y EL PORCENTAJE;00:30
#Klaus;00:25
#Niners;00:25
#NoTimeToDie;00:25
#RealOviedoAlbacete;00:25
#TharnTypeOurFinalLove;00:25
Everglow;00:25
Gracias Noemí;00:25
HOT HOT HOT;00:25
Infantas;00:25
Juan Camus;00:25
La Bien Querida;00:25
Manu y Noe;00:25
Marion Maréchal;00:25
Miran;00:25
Monarquía Parlamentaria;00:25
Patrick Mahomes;00:25
Profe Ortega;00:25
Rafa y Eli;00:25
Russell;00:25
SALIR DINIO AL 27510;00:25
#FalconAndWinterSoldier;00:20
#LaGaditanaQueVolvió;00:20
Alavés;00:20
Galdakao;00:20
jlo y shakira;00:20
Madrid-Barajas;00:20
Pues Eli;00:20
Rafa y Eva;00:20
Risto Mejide;00:20
Rochina;00:20
Salvad a Nick;00:20
Tácito;00:20
#BuenLunes;00:15
#construcción;00:15
#DemiXSuperBowl;00:15
#FE3HCharacterCreator;00:15
#FelizSemana;00:15
#GamePass;00:15
#OTDirecto4F;00:15
Eva y Samantha;00:15
J-Lo;00:15
la natalia;00:15
Me Quedo;00:15
Nominan a Sam;00:15
roberto leal;00:15
Sam y Flavio;00:15
Samantha y Flavio;00:15
si lo digo;00:15
#CarnavalSC20;00:10
#chiefskindgom;00:10
#Loki;00:10
#rosavientos;00:10
Aitor Fernández;00:10
Azat;00:10
Garchomp;00:10
La Despedida;00:10
Laura Borràs;00:10
Maialen y Nick;00:10
Monarca;00:10
PODRÍA SER PEOR;00:10
Quintero;00:10
SAMANTHA FAVORITA;00:10
Semilla Negra;00:10
Sergio Pablos;00:10
#Augaseca;00:05
#ChiefsKingdom;00:05
#OTDirecto2F;00:05
#SuperBowlHalftimeShow;00:05
Amber;00:05
Ana Julieta;00:05
El BBVA;00:05
Eli y Rafa;00:05
Enaire;00:05
Gregorio Ordóñez;00:05
hernani;00:05
Jefatura del Estado;00:05
Laure;00:05
Los Chiefs;00:05
Manu Guix;00:05
NO HAN DICHO EL PORCENTAJE;00:05
Paco Herrera;00:05
Presidenta del Congreso;00:05
Reyyan;00:05
Salisu;00:05
Si Eli;00:05
