text;duration
#OTDirecto13F;20:55
#TdelDescuento13F;18:10
Ignatius;17:05
#DiaMundialDeLaRadio;13:00
Sabina;12:25
Teresa Rodríguez;12:25
#AthleticGranada;12:10
#felices30boomer;12:00
#murgas3LPGC;11:50
Rui Silva;11:10
#LugoPatrimonioMundial;10:55
#FelizJueves;10:50
#FIFAPointsPS4;10:35
#COAC2020C4;10:20
#millonario4;10:20
#RadioEH;10:15
#DonettesOT2020;10:05
#AnimalCrossingAmor;10:00
#MobileWorldCongress2020;10:00
#elconquis4;09:50
#laisladelastentaciones10;09:35
#ElAmorEstáenelAgua;09:05
#MarketingFighters;09:05
#TeamLeBron2K;09:05
#LoveIsInTheRyanair;08:55
#DíseloMuySweet;08:50
San Valentín;08:50
Casado y Abascal;08:45
#eutanasia;08:35
#ilimitadasoranges20;08:35
#mwcbarcelona;08:25
#NfortecTeAbraza;08:20
El FMI;08:20
wes anderson;08:20
#FnacUnPocoDeOdio;08:15
#VAYASoltero;08:00
David Pla;07:50
Susana;07:40
En San Valentín;07:30
#ChiringuitoSoria;07:20
#JuevesDeArquitectura;07:15
Jose y Adelina;07:05
#AEDEMOTV2020;07:00
Adelante Andalucía;06:55
Anna Erra;06:55
#apoyoaisaserra;06:45
#SinBiodiversidadNoHayVida;06:45
Gonzalo;06:40
Burgui;06:35
Nestea;06:35
#ECCO2020;06:25
pokémon home;06:20
Rubius;06:20
Venezuela;06:20
#MCL35;06:00
#felizmiercoles;05:55
Cajal;05:50
Kiko;05:50
Guaidó;05:45
#çocukluğum;05:40
#MobileWorldCancelled;05:40
Rubén;05:40
#VCongresoFisioterapiayDolor;05:30
Amsterdam;05:30
Dieter;05:30
#DespertéConMR;05:25
Miguel Urbán;05:20
#DeportesCOPEx5;05:15
Capa;05:10
Trueno;05:10
#lodelaCAJA;05:05
#copadelareina;05:00
Ingrid Escamilla;05:00
Sakura Wars;05:00
#CarrefourConDreams;04:55
#sesióndecontrol;04:55
CCOO;04:55
Devin Booker;04:55
Los Cármenes;04:55
#Diniosaurios;04:45
#ESP13Febrero;04:40
#MWC2020;04:40
#noesnormal;04:40
Colauvirus;04:40
Franco;04:40
#LaCafeteraINMUNE;04:35
Ibérica;04:35
Maracaibo;04:35
football team;04:30
#Vuela1M;04:25
#CoronavirusARV;04:20
#fuerayafelipevi;04:20
Mariette;04:15
#IDirectivosRSC;04:10
#PlenoAsamblea;04:10
Fali Vila;04:10
#Lachusmaselecta;04:05
Abascal;04:05
Jordi Cuixart;04:05
#RealSociedadMirandés;04:00
Lulu;04:00
#COAC2020C5;03:55
#CoppaItalia;03:55
#EestiLaul;03:55
#VenACenar13F;03:55
#Aruseros308;03:50
Fabián;03:50
Don Antonio;03:45
El Tribunal de Estrasburgo;03:45
#autenticos5;03:40
#CopaACB;03:40
Álvarez de Toledo;03:40
Ziyech;03:40
Rodrigo Rato;03:35
Sophie Turner;03:35
#aepap2020;03:30
#AndaLevantaJ13;03:25
#JoaquinSabina;03:25
#espiritured;03:20
Lara Jean;03:20
Mambo;03:20
Mobile World Congress;03:20
