2,Kobe,7576082,2
12,Bryant,5292182,2
14,Gianna,1335445,2
15,Rest in Peace,825516,3
1,Kobe Bryant,822237,8
6,venezuela,504988,8
5,Lakers,504945,2
19,Lebron,488244,1
14,R.I.P,369870,2
29,#GRAMMYs,341938,4
46,#127day,254216,1
8,Guaido,232197,5
6,Ángel,229012,4
11,Jordan,227873,2
1,#Goya2020,216015,7
7,Leyenda,179603,2
1,#OTGala2,172262,3
50,#回_LABYRINTH,170428,1
47,#NCT127DAY,169240,1
50,#WinterBear100M,161918,1
7,Ábalos,155117,7
19,Barça,147632,4
22,La NBA,138980,2
36,#ThankYouYoongi,135606,2
18,Baloncesto,134037,2
16,Valencia,128075,6
10,Rick Fox,126222,3
29,Messi,116069,2
42,#coronarvirus,101897,3
5,#OTDirecto25E,101755,1
31,Sabrina,97270,2
20,RIP Legend,95012,1
1,#OTDirecto26E,94538,23
10,Otis,87595,3
22,Setién,85767,5
4,#BlackMamba,82244,3
21,Luzu,73980,2
8,#WorldsCollide,61650,4
39,#FelizSábado,61324,6
31,Accidente,59646,1
26,Rodrigo,57082,2
9,#MambaMentality,53470,2
4,Natalia,51830,1
34,Paulista,48516,1
3,D.E.P,45880,3
20,Iñaki,42909,7
37,#guaidoenmadrid,42616,3
27,#legend,42438,2
24,Shrewsbury,41497,2
13,Los Goya,39365,3
5,#EsteNoEsMiAlcalde,38687,10
11,lolito,35384,2
12,Ter Stegen,35180,8
16,Porte,35038,3
25,Mandi,32685,1
40,#NoAlRacismo,32500,6
8,Nacho,31165,2
46,#FACup,31017,1
11,Mestalla,30573,8
49,#AbalosDimision,29352,1
26,El VAR,27996,1
32,Maxi,26577,1
1,#FelizDomingo,24405,11
3,#TdelDescuentoGala3,24403,3
30,Belén,22659,1
4,marisol,22254,8
17,Lazio,21395,1
3,#TdelDescuento26E,21355,18
3,#GodLevelAllStars,21150,7
2,Eduardo Casanova,20269,13
1,#Goyas2020,20259,1
1,Almodóvar,19481,5
3,#ObjetivoÁbalos,19217,3
5,Amaia,19165,7
12,Black Mamba,19022,1
26,#Hispanos,18270,2
4,Pepa Flores,16378,7
2,Getafe,15778,5
2,Dolor y Gloria,14831,7
34,#BuhoComoTu26E,14096,7
4,#Bellator238,14086,2
14,Wanda,12985,2
7,Goya 2020,12877,2
26,Leroy,12337,1
20,Cagliari,11926,2
37,#ehfeuro2020,11918,1
4,Campeones de Europa,11861,4
20,#GiraPrincipiosFigueres,11352,8
32,Giles,11112,1
22,Ashley Young,10917,3
25,Maxi Gómez,10882,4
12,Banega,10776,3
17,Subvencionar,10774,1
29,Enric Auquer,10210,2
13,Gobert,10121,3
1,#HispanosRTVE26E,0,5
2,#COAC2020P6,0,11
2,Cuéllar,0,7
2,Antonio Banderas,0,4
2,Belén Cuesta,0,8
2,Mateu,0,4
2,#SanchezDimisión,0,8
3,#PremiosGoya,0,4
3,#Vuelo26E,0,5
3,día de partido,0,4
3,#GetafeRealBetis,0,3
3,#L6Npincensor,0,11
3,#AtletiLeganés,0,8
3,Julieta Serrano,0,8
4,#losataquesdesofía,0,9
4,#COAC2020P7,0,5
4,#CeltaEibarEnGol,0,6
4,#DolorYGloria,0,2
5,#OnceSeguro,0,5
5,#Balonmano,0,1
5,Vrsaljko,0,4
5,Sabin Merino,0,5
6,#PaulNewman,0,1
6,#LaDobleVARaDeMedir,0,3
6,#CARLITOSMATBONI,0,4
6,Pichu Cuellar,0,2
6,Silvia Abril,0,9
6,Taburete,0,7
7,#MCF101tv,0,3
7,Paul Newman,0,8
7,#EducaciónAmbiental,0,6
7,Klaus,0,4
7,#LiarlaPardo68,0,4
8,Croacia,0,3
8,Leganés,0,1
8,Pau López,0,3
8,Vitolo,0,2
8,Isaías,0,2
8,Metropolitano,0,4
8,MATCH DAY,0,4
8,Madrid 2120,0,4
9,Amenábar,0,7
9,Sonia Grande,0,3
9,Hicham,0,4
9,Jamie Cullum,0,6
9,Mt 4,0,2
9,Eli y Rafa,0,1
9,Damián Suárez,0,4
10,bruno y javy,0,1
10,Rodrygo,0,3
10,HOY JUGAMOS,0,3
10,Irene Moray,0,4
10,Juankar,0,5
10,Javis,0,4
10,Prieto Iglesias,0,4
11,Juan Diego,0,5
11,manresa,0,3
11,Isco,0,2
11,#EDPMedioSevilla20,0,3
11,#EuroWaterpoloRTVE,0,2
11,Charmander,0,4
11,Reverte,0,7
12,Ester Expósito,0,4
12,Sadiku,0,4
12,Pione,0,4
12,Ojeda,0,3
12,Karra,0,2
12,Leticia Dolera,0,4
12,Iago Aspas,0,2
12,Savic,0,4
13,JJOO,0,1
13,Álex Moreno,0,3
13,Capital de Iberoamérica,0,4
13,Eraso,0,1
13,Cayetano,0,5
13,Fognini,0,2
13,Intemperie,0,2
13,Isak,0,1
14,Ángela Molina,0,5
14,Schwartzman,0,2
14,Gil Manzano,0,8
14,Gonzalo Pérez de Vargas,0,3
14,Nekroos,0,2
14,Pieles,0,3
14,Recio,0,3
14,Ladj Ly,0,2
15,María Esteve,0,3
15,Antonio de la Torre,0,3
15,Sisto,0,3
15,"""Pieles""",0,1
15,Ricky Gervais,0,3
15,Bordalás,0,2
15,angela davis,0,2
16,Koke,0,2
16,DEP LEYENDA,0,1
16,Mariano Barroso,0,1
16,Pau Gasol,0,2
16,Eduard Fernández,0,8
16,Higinio,0,2
16,Mario Campoy e Iñaki Madariaga,0,1
16,Garci,0,3
16,Kroos,0,2
17,Sime,0,2
17,Clara Lago,0,1
17,Gonzalo Villar,0,4
17,Mollejo,0,3
17,Pellicer,0,3
17,Maqueda,0,2
17,De Burgos,0,3
18,Goyas,0,2
18,Pablo Alborán,0,6
18,Dani Giménez,0,3
18,Álvaro Benito,0,3
18,Los Miserables,0,2
18,Penelope,0,1
19,James Rhodes,0,3
19,Fernando Martín,0,3
19,#NBASaturdays,0,3
19,NO PUEDE SER VERDAD,0,1
19,Jornada 22,0,1
19,Barrenetxea,0,2
20,Lo del VAR,0,3
20,fucsovics,0,2
20,Pichu,0,1
20,benedicta sánchez,0,3
20,Ánimo Pau,0,2
20,Eterno Kobe,0,1
21,Darwin Núñez,0,2
21,Curto,0,1
21,Rico Pérez,0,4
21,Lucas Vázquez,0,2
21,Chuli,0,1
21,Benito Zambrano,0,3
21,Los Hispanos,0,1
21,#L6Nmargalloyalmeida,0,3
21,Dujshebaev,0,2
21,bertrand,0,3
22,Javier Aguirre,0,3
22,Héctor Herrera,0,4
22,#L6Nyolandadiaz,0,7
22,Bartra,0,3
22,goya de honor,0,2
23,santi mina,0,2
23,Brizuela,0,1
23,#MientrasDureLaGuerra,0,5
23,Cafarnaún,0,1
23,SHOCK,0,1
23,Don Arturo,0,1
23,Zoey 101,0,2
24,Marisa Paredes,0,1
24,Maialen y Anne,0,1
24,Lastra,0,1
24,#Fanitentación,0,3
24,Dani Ojeda,0,1
25,Penelope Cruz,0,2
25,europa de balonmano,0,1
25,Raonic,0,1
25,Agné,0,3
25,Antoñín,0,2
25,Mejor Dirección,0,1
25,Granca,0,3
25,Silvia Venegas,0,2
25,Alberto Iglesias,0,6
26,Aspas,0,1
26,José Manuel Soto,0,1
26,El Lega,0,1
26,Estu,0,1
27,Luis Muñoz,0,2
27,TALANT,0,2
27,Alatriste,0,2
27,ara malikian,0,4
28,Fuerza Pau,0,1
28,Suc de Síndria,0,2
28,Deyverson,0,1
28,Álex Alegría,0,1
28,Abogados Cristianos,0,1
28,Medina Cantalejo,0,1
28,Sergi Roberto,0,3
28,#ValladolidRealMadrid,0,3
28,Aleix Gómez,0,1
29,Papo y Stuart,0,2
29,Vista Alegre,0,2
29,estefaníaaaa,0,1
30,Pere Milla,0,1
30,#CuartoMilenio,0,1
30,González Fuertes,0,1
30,Saúl,0,2
30,Castalia,0,2
30,Estefanía,0,2
31,#KB24,0,2
31,#HercaiNova26Ene,0,2
31,Pérez Reverte,0,1
31,javier ruibal,0,1
31,El Dépor,0,1
32,#FirstDates26E,0,3
32,Squirtle,0,1
32,Joel Robles,0,1
32,#CompromisoDeCambio,0,5
32,Sandgren,0,2
33,#L6Ncuentaseconomicas,0,3
33,Juegos Mediterráneos,0,1
33,#LOS40BasicoOpelCorsa,0,4
33,#DerbiRomanoEnMovistar,0,4
33,Becerra,0,1
33,Kevin Rodrigues,0,3
34,Damián,0,1
34,#SoyDreamer,0,3
35,#klaus,0,6
35,#rosavientos,0,4
35,marta nieto,0,1
35,Joan Cañellas,0,1
36,#ResultadoAEA,0,5
36,#LaTrincheraInfinita,0,2
36,#LosGoya2020,0,2
37,Celta 0-0 Eibar,0,1
37,#SOYDELASUESCUN,0,7
37,#3TourBilbao,0,4
37,#AlbaceteDépor,0,3
38,#Tallerminube,0,2
38,#RealSociedadRCDMallorca,0,2
38,#VivaLaVida266,0,4
39,#EA26,0,2
39,#socialité304,0,3
40,#N1CanalFiesta5,0,3
40,#forzadepor,0,1
41,#AlgoQueDecir30E,0,2
41,#CarroDeCombateRadio3,0,2
41,#TCMS3,0,6
41,#MálagaMirandés,0,4
41,#niebla,0,3
41,#Pódese,0,1
42,#Tokio2020,0,1
42,#MurciaCCF,0,1
42,barragán,0,1
42,#MachismoMata,0,6
43,#DiaMundialEducacionAmbiental,0,2
44,#goyadehonor,0,1
44,#stopracism,0,2
45,#RallyMontecarlo,0,1
45,#DerbiCanario,0,5
45,#todossomoswilliams,0,1
46,#EHF2020,0,1
46,#tormentafinalnick,0,1
46,#AnnieAwards2020,0,1
46,#vamoslega,0,1
47,#GoTACON,0,1
47,#LasPalmasTenerife,0,5
47,#WRCLiveES,0,1
48,#SeductiveSunday,0,2
48,#EncierroCigarrero,0,1
48,#inesperado_nepobooks,0,1
48,#OQueArde,0,1
48,#CsEresTu,0,1
48,#AlmeríaElche,0,1
49,#TeQueremosCholo,0,2
49,#3div5,0,1
49,#LosDomingosMePones,0,1
49,#telenetucicxwc,0,1
